#Name Omega0 sigma8 WindEnergyIn1e51erg RadioFeedbackFactor VariableWindVelFactor RadioFeedbackReiorientationFactor OmegaBaryon HubbleParam n_s MaxSfrTimescale FactorForSofterEQS IMFslope SNII_MinMass_Msun ThermalWindFraction VariableWindSpecMomentum WindFreeTravelDensFac MinWindVel WindEnergyReductionFactor WindEnergyReductionMetallicity WindEnergyReductionExponent WindDumpFactor SeedBlackHoleMass BlackHoleAccretionFactor BlackHoleEddingtonFactor BlackHoleFeedbackFactor BlackHoleRadiativeEfficiency QuasarThreshold QuasarThresholdPower UVBH0beta UVBH0Deltaz UVBHepbeta UVBHepDeltaz SNIa_Rate_Norm SNIa_Rate_DTD_power SofteningComovingType01 seed
   SB35_55 0.41233 0.67865 5.6791 0.39639 9.6158 19.425 0.049616 0.8156 0.97285 2.3179 0.23604 -2.5287 10.702 0.0408 2965.6 0.10973 493.06 0.63299 0.0040715 2.3968 0.71562 0.00011983 0.80228 0.51015 0.1899 0.16634 0.035566 0.63069 0.70451 -4.0794 3.8263 -0.69855 0.0010547 1.2889 1.0097 25055
   SB35_56 0.43299 0.82521 1.4006 0.73607 4.0812  15.1 0.035849 0.77009 1.1053 2.1001 0.28591 -2.3697  8.88 0.11197  1694 0.043394 212.56 0.2092 0.0034857 1.0112 0.4714 4.0356e-05 1.2333 5.8833 0.3745 0.22749 0.018424 2.5081  1.53 -1.044 0.47649 -0.5534 0.00091147 1.1858 1.717 25056
   SB35_57 0.13166 0.78426 6.6484 1.1286 7.6414 21.126 0.063241 0.58857 0.89503 3.0048 0.61853 -1.9842 7.5228 0.049037 3608.4 0.3533 422.66 0.42062 0.0014628 2.1212 0.9156 0.00022879 0.95166 0.13547 0.081812 0.12088 0.00028766 1.1542 5.9371 -3.846 1.9742 -0.21739 0.0016233 1.1093 3.1868 25057
   SB35_58 0.23159 0.98174 1.9012 0.49121 13.443 29.359 0.046218 0.55355 0.78956 3.9687 0.31371 -2.238 10.441 0.32582 2368.7 0.010106 540.22 0.11265 0.00051578 1.6332 0.24227 0.00013212 2.1616 2.6611 0.1669 0.095706 0.0021987 0.98661 0.91855 -2.7405 0.71411 -0.76095 0.0011784 0.9115 2.083 25058
   SB35_59 0.33344 0.62753 9.0848 2.5593 7.155 10.049 0.053808 0.77218 1.0107 1.3888 0.14478 -2.6081 5.0795 0.065783 453.35 0.12673 348.78 0.78693 0.0048898  2.75 0.79883 6.9776e-05 0.41641 0.34008 0.047795 0.57542 0.0010996 3.3515 2.5825 -2.4574 3.0073 -0.47169 0.001384 1.258 1.3134 25059
   SB35_60 0.39371 0.9089 4.2518 3.4011 5.8194 18.244 0.043279 0.49688 0.823 2.6024 0.44075 -2.7883 11.328 0.034875 531.89 0.052307 252.86 0.52246 0.00078875 1.3468 0.55122 2.9717e-05 3.9406 0.88643 0.02629 0.061279 0.0049103 1.6026 1.1813 -0.054304 0.70699 -0.68453 0.0014377 0.94286 3.6941 25060
   SB35_61 0.29165 0.65076 1.2612 0.32995 10.714 24.972 0.05581 0.82742 1.027 1.8612 0.10259 -2.0579 4.2163 0.15915 2633.9 0.0074526 461.48 0.084223 0.007518 2.2702 0.8071 0.00017459 0.31954 1.2228 0.1192 0.43934 0.00048009 2.2467 9.313 -4.7529 2.6718 -0.082765 0.0012355 1.3466 1.4499 25061
   SB35_62 0.19197 0.85274 10.465 1.6268 9.5716 34.744 0.033769 0.71468 1.1324 1.2358 0.20478 -1.9134 9.7597 0.093567 3405.9 0.26888 375.62 0.34562 0.0026943 1.9695 0.33513 9.7478e-05 1.5916 0.22732 0.060774 0.29171 0.04163 3.8936 0.60795 -3.6716 0.26277 -0.87639 0.001677 1.1544 1.1212 25062
   SB35_63 0.49299 0.70634 3.1256 0.52477 5.0229 12.151 0.066258 0.64546 0.91753 3.4607 0.88216 -2.4405 6.6521 0.23156 1302.9 0.01865 185.83 0.12828 0.0011368 2.8978 0.67846 5.3381e-05 0.51577 5.5999 0.21482 0.18484 0.00013057 0.25648 3.2219 -1.4528 1.0202 -0.35288 0.00096849 1.0207 2.3886 25063
   SB35_64 0.48909 0.84715 11.924 1.1096 6.6929 19.648 0.061202 0.64746 0.80264 1.1416 0.18503 -1.8116 10.411 0.15694 3006.3 0.0066699 503.57 0.23916 0.0038472 1.2782 0.30086 3.5407e-05 0.38042 0.58901 0.29642 0.076804 0.06093 0.30153 5.2529 -0.41407 3.3116 -0.47897 0.0016517 1.0418 1.834 25064
   SB35_65 0.18805 0.79357 3.5573 0.7149 14.366 27.491 0.038825 0.67839 0.99728 3.2712 0.74257 -2.5345 5.0536 0.034514 1171.6 0.05438 307.44 0.37091 0.001614 2.3548 0.65743 0.00019364 2.3516 1.3563 0.08481 0.78076 0.0001114 3.9076 2.0942 -4.4664 0.80355 -0.75221 0.0010135 1.1483 2.9191 25065
   SB35_66 0.2877 0.99121 3.7303 2.4958 8.1276 37.946 0.050866 0.8637 1.0934 2.5795 0.48882 -2.6869 8.9713 0.23526 930.97 0.020719 231.25 0.090331 0.00058153 1.9055 0.58467 0.0001081 0.86588 0.26642 0.17365 0.2585 0.0071858 2.202 2.6673 -3.36 1.7931 -0.21087 0.001441 1.3104 2.2326 25066
   SB35_67 0.38983 0.64932 1.1085 0.48358 3.8358 12.987 0.048223 0.49488 0.90655 1.8077 0.1216 -2.167 7.6102 0.09437 2766.6 0.26005 433.53 0.97351 0.0055149 2.9772 0.82889 6.3595e-05 1.3326 3.4047 0.037896 0.11614 0.00040965 1.5892 0.73435 -1.8279 0.42351 -0.56236 0.0011965 0.99397 1.199 25067
   SB35_68 0.33731 0.91834 1.9863 0.3355 4.7161 16.786 0.058786 0.82106 1.1194 4.0204 0.34721 -2.2368 9.8579 0.048562 2219.1 0.34026 368.08 0.5973 0.00074831 1.1138 0.22184 2.7057e-05 0.56342 8.8752 0.032812 0.39372 0.0028888 3.3335 7.2147 -0.6739 1.1265 -0.34392 0.0011395 1.2791 3.4115 25068
   SB35_69 0.23554 0.67257 9.4829 3.5007 10.198 22.978 0.041241 0.53915 0.93098 1.4395 0.17199 -2.6171 6.7463 0.11034 72.131 0.048412 170.48 0.074274 0.0071349 2.0038 0.76518 0.00014271 1.464 0.12243 0.11578 0.14916 0.0010451 0.93767 1.2591 -4.1234 0.29649 -0.88291 0.0013872 0.90534 1.6042 25069
   SB35_70 0.13558 0.8747 1.3402 0.53794 11.469 31.753 0.068262 0.60297 0.83489 2.2581 0.2578 -2.3553 11.289 0.066393 1843.1 0.13113 290.86 0.27712 0.0025022 1.7418 0.49262 8.2398e-05 0.35143 2.276 0.059285 0.05857 0.024205 1.1714 4.6061 -3.0416 2.4202 -0.091509 0.00095648 1.0731 1.0375 25070
   SB35_71 0.43689 0.71563 6.3714 1.6519 5.4381 11.105 0.030827 0.72121 1.0155 3.166 0.52182 -1.9908 4.1817 0.33079 3991.1 0.0090876 494.8 0.15867 0.0010554 2.625 0.94851 4.6776e-05 3.6394 0.56068 0.26838 0.50204 0.00027343 2.5568 0.51501 -2.0732 0.62671 -0.67725 0.001598 1.2369 2.6376 25071
   SB35_72 0.40842 0.96323 1.6234 3.0641 12.811 12.276 0.054559 0.7761 1.1565 1.7416 0.67268 -1.9075 6.4844 0.055201 731.33 0.39291 223.68 0.8079 0.00089806 1.7791 0.29261 0.00018188 0.29637 6.466 0.1325 0.085835 9.4258e-05 0.67941 1.1151 -2.8037 1.2512 -0.5708 0.0017483 1.2538 3.1013 25072
   SB35_73 0.10663 0.62144 5.4336 0.29724 6.8851 34.345 0.042029 0.55747 0.9431 2.442 0.26204 -2.4464 9.096 0.3892 2567.7 0.031445 415.06 0.10951 0.0060549 2.8538 0.74849 3.2666e-05 3.0681 0.14756 0.028905 0.64083 0.030157 3.0333 9.8689 -2.4624 0.30362 -0.15654 0.0010364 0.93635 1.7264 25073
   SB35_74 0.20669 0.81878 2.429 1.8853 4.2477 25.817 0.065008 0.58467 0.847 3.6876 0.13305 -2.7785 4.928 0.041262 3331.9 0.11358 547.85 0.44694 0.0021699 1.4045 0.42184 5.9702e-05 0.67538  2.51 0.23619 0.20428 0.00082244 2.8259 0.57977 -1.0687 2.3741 -0.86514 0.0014813 1.0985 1.3348 25074
   SB35_75 0.30797 0.7653 8.1858 0.60811 8.0064 17.671 0.032519 0.76619 1.0526 1.3204 0.34246 -2.0676 11.536 0.13266 1494.6 0.013993 337.63 0.19727 0.0012944 2.4783 0.96517 9.9668e-05 1.7555 0.32367 0.067551 0.13482 0.0084395 1.461 3.3772 -3.8899 0.56072 -0.40412 0.0012757 1.2059 2.0058 25075
   SB35_76 0.36801 0.89672 4.3742 0.89558 9.036 10.372 0.06199 0.63997 0.76475 2.8123 0.1077 -2.2634 5.8075 0.2766 1510.7 0.005777 260.85 0.13603 0.0033385 1.6146 0.38469 0.00023827 0.72604 0.93138 0.074409 0.31115 0.0018836 3.7099 1.6062 -3.5986 3.3911 -0.6896 0.0011095 1.0108 1.4422 25076
   SB35_77 0.26695 0.73775 0.9151 1.3733 4.879 28.404 0.034599 0.70919 0.9844 1.9708 0.41763 -2.5827 10.665 0.078518 3659.4 0.083733 450.75 0.32523 0.0019807 2.5029 0.6289 4.4374e-05 1.1177 1.2964 0.33695 0.17315 0.0037794 0.065794 5.6532 -1.4381 0.89258 -0.04108 0.0013118 1.1737 3.7951 25077
   SB35_78 0.16662 0.93997 13.813 0.38648 5.984 21.37 0.052557 0.83287 1.0805  1.48 0.83993 -2.3912 7.372 0.18857 2427.5 0.023924 386.37 0.086638 0.00069839 1.2408 0.50087 7.8061e-05 0.44882 0.2087 0.043005 0.065457 0.00020768 1.7939 0.95466 -0.019837 1.6044 -0.99975 0.00087022 1.3415 2.4812 25078
   SB35_79 0.46873 0.6943 2.9091 2.0137 11.363 14.948 0.044968 0.50233 0.86865 4.2412 0.21624 -1.9627 8.2331 0.029345 277.78 0.16891 177.81 0.50896 0.0046832 2.1261 0.85744 0.00013505 2.7735 5.0952 0.15179 0.41207 0.013345 2.431 2.4858 -4.6993 0.41543 -0.27298 0.0015787 0.96863 1.103 25079
   SB35_80 0.46073 0.93233 5.8349 0.59183 4.0021 30.681 0.036625 0.83974 0.95139 1.4085 0.21074 -2.1955 4.4855 0.045128 2663.9 0.007725 243.93 0.49802 0.00053247 1.3418 0.72193 8.6063e-05 2.5207 1.133 0.098414 0.054431 0.017516 2.3065 9.0051 -1.39 1.0586 -0.12983 0.0017045 1.2881 1.1827 25080
   SB35_81 0.16174 0.67734 1.7404 1.5262 8.4972  10.5 0.059036 0.52047 1.1489 3.9376 0.84711 -2.6584 11.097 0.10311 514.01 0.062612 441.53 0.17707 0.0050545 2.2914 0.26604 5.1566e-05 0.48619 0.81424 0.31552 0.55185 0.00030469 1.9185 1.0084 -3.5686 0.25001 -0.60623 0.0010525 0.88185 2.5269 25081
   SB35_82 0.26246 0.87619 7.3022 0.30538 13.746 14.609 0.047308 0.6218 1.0419 2.9651 0.42851 -2.3186 6.9288 0.060701 1274.3 0.01799 521.35 0.75701 0.003526 1.9669 0.98861 2.8214e-05 1.0127 4.3799 0.038616 0.36591 0.0020906 0.19126 3.6901 -4.9622 2.7721 -0.43107 0.0015215 1.0797 3.8861 25082
   SB35_83 0.3604 0.73289 2.169 3.7842 6.417 20.435 0.049916 0.70238 0.85842 2.1185 0.10677 -2.0274 9.5364 0.30086 3423.3 0.2246 317.41 0.11689 0.0014778 2.9155 0.44527 0.00015705 0.78046 0.17935 0.19303 0.16396 0.0011645 3.5844 0.64303 -0.30382 0.67271 -0.82947 0.0012632 1.2159 1.538 25083
   SB35_84 0.31284 0.80177 1.0151 2.7421 5.699 35.915 0.039075 0.57859 0.97064 3.4868 0.30112 -1.8316 7.8085 0.14508 3564.4 0.29511 284.03 0.077725 0.0027254 1.0521 0.60547 0.00011678 1.8459 0.16924 0.10419 0.27976 0.0052003 1.3365 6.3273 -2.1992 2.8651 -0.014316 0.0010935 1.051 2.139 25084
   SB35_85 0.21469 0.75771 4.8442 0.44738 11.93 12.561 0.056586 0.74727 0.77933 1.2189 0.14876 -2.5144 8.6657 0.031727 1726.8 0.041858 480.16 0.56722 0.0011484 2.0652 0.36125 6.748e-05 0.59904 7.414 0.032191 0.10513 0.00045646 2.9504 1.7395 -2.52 0.74198 -0.72521 0.0013555 1.1246 1.3668 25085
   SB35_86 0.11424 0.95832 2.7395 1.0086 9.8004 17.456 0.029877 0.79507 0.88636 1.8457 0.29806 -2.7136 5.3728 0.21166 498.82 0.1517 356.94 0.14512 0.00081427 1.6784 0.88401 3.8359e-05 3.2538 0.37743 0.25222 0.083119 0.044093 3.1588 2.2143 -3.9382 1.881 -0.29999 0.00088274 1.3167 1.7583 25086
   SB35_87 0.4129 0.60096 13.02 0.77384 4.4986 23.901 0.067346 0.56351 1.0636 2.6363 0.60169 -2.1403 10.234 0.085353 2335.4 0.010475 154.65 0.30479 0.0077714 2.6886 0.52743 0.00020604 0.26347 2.9278 0.051074 0.70668 0.00012414 0.5539 0.88417 -1.0984 0.49504 -0.96389 0.0015385 0.97322 3.3253 25087
   SB35_88 0.44176 0.85456 3.1766 0.35899 7.6577 22.578 0.043579 0.6086 1.0077 2.0136 0.59349 -2.2856 8.4117 0.2544 1075.7 0.45456 527.33 0.09642 0.0023714 1.8407 0.68399 7.3236e-05 3.8375 0.10674 0.025872 0.060484 0.00015024 2.6823 1.8664 -4.3277 3.9784 -0.78807 0.0016677 1.0164 2.8281 25088
   SB35_89 0.14358 0.71116 10.636 2.2273 4.0709 15.455 0.056144 0.74056 0.79145 2.8762 0.23056 -2.5605 7.0545 0.072594 3223.4 0.036246 337.43 0.91218 0.0014132 2.7924 0.32743 0.00012445 0.31084 7.7403 0.12929 0.45526 0.014864 1.0459 4.8674 -0.8602 0.93955 -0.45196 0.00096977 1.1535 1.0567 25089
   SB35_90 0.24316 0.91031 1.1884 0.96282 7.1816 11.675 0.032854 0.80175 0.89848 4.5238 0.15121 -2.4161 10.972 0.17063 2986.6 0.098506 201.23 0.21467 0.00098052 1.4678 0.80544 0.00022294 1.5483 0.48081 0.06314 0.2875 0.0013625 0.81314 0.82154 -1.9665 1.4785 -0.52675 0.0014284 1.3514 1.6427 25090
   SB35_91 0.3418 0.65522 4.0058 1.2432 13.39 32.671 0.065308 0.53346 1.1007 1.5814 0.38815 -1.9378 5.6113 0.026406 839.81 0.012099 409.79 0.4133 0.0066173 2.4147 0.56124 4.0775e-05 0.50229 1.9512 0.20237 0.19129 0.0042097 3.458 2.8872 -2.9139 0.35879 -0.23764 0.0012367 0.94418 3.6381 25091
   SB35_92 0.38183 0.98669 8.939 1.7535 10.923 26.72 0.036184 0.85727 0.91349 2.2855 0.12478 -1.868 11.859 0.051594 167.37 0.005016 388.52 0.25971 0.00064077 1.551 0.78861 5.3912e-05 1.2143 1.5519 0.39311 0.21981 0.00059492 1.7147 1.3753 -4.5733 1.3405 -0.91859 0.0011832 1.2591 1.2787 25092
   SB35_93 0.28282 0.62923 1.8705 0.67172 5.7099 18.689 0.063541 0.47629 1.136 1.6328 0.48467 -2.4859 4.7471 0.36184 2002.8 0.072317 197.15 0.16928 0.0043009 2.5662 0.24528 9.4998e-05 0.93555 0.67376 0.079632 0.12265 0.0094005 2.0765 7.9997 -0.5415 0.34714 -0.31697 0.0013712 0.91645 2.2861 25093
   SB35_94 0.18357 0.82975 7.0559 3.2986 5.115 14.106 0.045269 0.66599 1.029 1.2911 0.72376 -2.7398 9.2905 0.037534 3769.8 0.027708 264.16 0.66568 0.0030661 1.1794 0.92194 0.00016453 2.125 3.9609 0.15551 0.092362 6.8185e-05 3.7831 0.47007 -1.6232 2.0091 -0.64182 0.00091626 1.1087 2.973 25094
   SB35_95 0.48148 0.78559 1.4867 0.26872 9.4028 38.617 0.052892 0.68486 0.82052 3.6093 0.18663 -2.1064 6.1828 0.12135 1935.5 0.19448 474.38 0.066633 0.0018173 2.1877 0.46606 3.1185e-05 0.41002 0.31003 0.048062 0.58299 0.033589 0.42603 4.1666 -3.1741 0.52878 -0.11821 0.0016105 1.1813 1.9665 25095
   SB35_96 0.47981 0.99941   2.5 0.8241 5.238 33.509 0.046779 0.73536  1.14 1.1958 0.16385 -2.6016 9.1572 0.053464 419.92 0.0054492 486.46 0.2256 0.0074323 2.323 0.51466 0.00018778 0.52974 3.3218 0.23832 0.062279 0.020645 1.5362 7.0832 -4.0498 0.51102 -0.77047 0.0010805 1.1132 2.5664 25096
   SB35_97 0.17858 0.64131 8.3908 1.0757 11.903 11.468 0.049195 0.61707 0.95962 3.422 0.36745 -2.2523 6.2995 0.34542 2254.2 0.067158 277.92 0.38976 0.00078274 1.3097 0.8706 3.1956e-05 1.6349 0.24087 0.052609 0.46626 0.00032672 2.1725 1.2834 -1.2261 2.1636 -0.49684 0.0013391 1.1894 1.1629 25097
   SB35_98 0.27842 0.84347 1.5731 0.43808 10.245 15.907 0.037154 0.52503 0.85572 2.6872 0.55105 -1.975 11.725 0.035861 3518.3 0.026066 160.77 0.10446 0.001098 2.9466 0.3998 5.7243e-05 0.30098 1.4946 0.10736 0.29646 0.0024349 3.9678 4.2494 -2.3122 0.32917 -0.54046 0.00089752 1.2691 1.4958 25098
   SB35_99 0.38036 0.79706 5.3153 2.6888 4.6926 22.251 0.059758 0.80698 1.0439 1.8807 0.24613 -2.3711 4.8638 0.12565  1683 0.20856 350.64 0.84923 0.0026206 1.9363 0.64309 0.00010455 3.7114 0.60651 0.030406 0.19617 0.0012014 0.32291 0.55782 -2.656 1.3565 -0.18882 0.0015498 0.92287 3.9904 25099
  SB35_100 0.34679 0.86592 13.475 3.8541 3.7311 39.212 0.029234 0.48083 0.78133 3.8435 0.77947 -2.4253 10.604 0.24566 1324.1 0.48526 447.74 0.68471 0.0014206 2.0333 0.40638 0.00024573 0.38791 0.49981 0.040868 0.23131 0.0055023 2.5667 5.4677 -4.8616 0.37912 -0.90496 0.0017211 1.3578 1.3883 25100
  SB35_101 0.24482 0.725 2.8265 0.31058 8.3585 13.715 0.06674 0.8497 0.96797 1.3744 0.17484 -1.9208 5.9926 0.075993 3471.1 0.03425 237.55 0.064226 0.0033721 1.0835 0.95055 4.3361e-05 2.0142  2.17 0.1874 0.12836 0.00054524 1.205 2.0135 -0.18469 1.4641 -0.36582 0.0010655 0.95423 2.1029 25101
  SB35_102 0.14505 0.92228 4.4716 1.437 14.615 19.013 0.039718 0.69242 1.0719 2.1703 0.11515 -2.0575 8.043 0.17871 2739.1 0.091065 323.79 0.26372 0.0048602 2.6582 0.27915 7.5098e-05 0.96701 0.12771 0.095509 0.097313 0.0461 0.93579 2.812 -1.2856 0.96899 -0.65938 0.0015104 1.0245 3.2346 25102
  SB35_103 0.44616 0.66805 0.94438 0.55647 6.5811 26.033 0.057193 0.66144 0.87742 3.0388 0.512 -2.7964 7.4359 0.025487 591.24 0.013203 515.14 0.16821 0.00050908 1.7094 0.73577 0.00014214 1.2529 9.9962 0.33404 0.611 0.00014266 3.2929 0.69605 -3.4435 3.6814 -0.073243 0.0012485 1.1581 1.8052 25103
  SB35_104 0.42414 0.81559 3.8705 0.25233 10.935 20.68 0.03342 0.51321 0.79422 1.6729 0.39542 -2.6292 5.2386 0.15185 3819.7 0.3151 190.95 0.71583 0.0017422 2.8239 0.47917 3.402e-05 0.80645 0.3647 0.16369 0.051101 0.00018067 1.4126 1.4763 -1.6778 0.4597 -0.17871 0.0011668 1.3249 1.0848 25104
  SB35_105 0.12216 0.76907 1.1517 3.0931 6.2199 14.156 0.06599 0.8438 1.0059 2.3422 0.11279 -2.2169 10.35 0.030642 1983.3 0.039561 394.91 0.12318 0.0029244 1.8088 0.93578 0.00020356 1.0452 2.6209 0.046408 0.52092 0.015833 2.8006 6.1553 -3.2123 1.9463 -0.59257 0.0013583 0.9777 2.7509 25105
  SB35_106 0.22241 0.97114 11.523 0.68598 4.9093 10.719 0.043012 0.69834 1.1098 3.523 0.22696 -2.01 7.6742 0.20425 242.5 0.14027 467.99 0.4624 0.0041245 2.4456 0.20639 0.00011138 0.46014 0.14082 0.37945 0.34401 0.0015764 3.0903 0.95213 -4.6263 0.73319 -0.38613 0.00092753 1.0574 3.5768 25106
  SB35_107 0.32349 0.61293 3.4147 1.7882 8.9835 29.994 0.055462 0.62907 0.89032 1.2598 0.79356 -2.344 8.7814 0.089413  2080 0.011432 270.37 0.19132 0.00061097 1.4374 0.75055 6.2081e-05 2.3884 5.7665 0.08385 0.15497 0.0044311 0.69712 2.4905 -0.57159 3.0216 -0.847 0.0016253 1.1345 1.6686 25107
  SB35_108 0.35248 0.9444 1.2899 1.2206 7.7972 24.464 0.04603 0.75521 1.1279 2.9317 0.27675 -2.5242 6.5611 0.043087 2907.7 0.008393 331.14 0.14026 0.0063115 2.5342 0.59979 2.5968e-05 0.2552 5.2459 0.059984 0.2684 0.00064226 2.4446 1.196 -1.9206 0.67932 -0.059221 0.0016807 1.0897 2.3475 25108
  SB35_109 0.25123 0.69007 6.1409 0.94668 4.3602 17.112 0.053382 0.57364 0.92251 2.0518 0.64231 -1.8298 9.9187 0.10683 758.56 0.058151 533.44 0.31436 0.00094001 1.5826 0.84307 0.00014985 3.1458 0.22981 0.20959 0.1014 0.011154 1.8307 9.2081 -2.8866 2.6234 -0.70759 0.00098631 1.2223 1.2436 25109
  SB35_110 0.15109 0.88765 2.0694 2.3656 6.9913 12.955 0.035422 0.56842 0.8186 1.5514 0.3263 -2.1461 4.1179 0.06286 1029.6 0.016926 403.68 0.077025 0.0013475 2.1572 0.31466 8.5182e-05 0.63158 1.1712 0.026803 0.079847 7.0817e-05 0.059762 0.60032 -4.2858 0.27016 -0.25121 0.0014138 1.2926 1.9336 25110
  SB35_111 0.453 0.74663 9.8123 0.3818 12.612 35.467 0.06305 0.78709 1.0318 4.4395 0.14082  -2.7 11.479 0.2874 3179.6 0.24088 207.52 0.57442 0.0022741 1.2104 0.67059 4.5817e-05 1.9498 0.90855 0.12278 0.68263 0.039385 3.6647 3.2592 -0.83865 1.0264 -0.97758 0.0012256 0.88996 3.0194 25111
  SB35_112  0.47 0.88318 1.223 1.5449 4.4777 18.039 0.051355 0.5495 0.98833 1.4673 0.14203 -2.4679 7.2397 0.26284 1762.1 0.0063042 164.08 0.43342 0.0010066 2.2613 0.91235 7.1573e-05 1.8103 0.20121 0.056321 0.087993 0.051349 3.5392 6.6657 -3.0714 0.39316 -0.61958 0.0011543 1.3369 2.8428 25112
  SB35_113 0.17122 0.72649 4.1059 0.50375 9.8494 25.24 0.048983 0.78102 0.81091 4.0966 0.31799 -1.8782 8.3508 0.081739  3912 0.077411 374.27 0.20415 0.0023988 1.3711 0.45573 0.00012837 0.69939 4.5919 0.27795 0.66058 0.00010319 0.18527 1.6524 -2.1264 1.6201 -0.14285 0.0013985 0.96046 1.8858 25113
  SB35_114 0.27174 0.92704 3.0782 3.5798 12.386 34.755 0.060712 0.76125 0.90387 3.1061 0.63677 -2.0931 5.6751 0.19647 2175.1 0.022608 488.61 0.79791 0.0068032 2.8832 0.77712 0.00023462 2.9136 0.78021 0.033993 0.20915 0.0061284 1.9551 2.3067 -0.71246 0.86545 -0.82023 0.00094357 1.0008 1.2194 25114
  SB35_115 0.36987 0.68204 10.405 0.34353 5.4912 11.895 0.038065 0.59261 1.0954 2.216 0.28396 -2.7609 10.782 0.027861 26.283 0.18032 297.26 0.11053 0.0007176 1.9999 0.23295 3.9222e-05 0.28025 1.0061 0.10995 0.13877 0.00039442 2.3201 0.84812 -4.1776 3.6646 -0.42175 0.0015815 1.1673 2.1983 25115
  SB35_116 0.30337 0.95106 6.8839 0.47161 6.3077 15.416 0.068945 0.71648 0.933 3.3514 0.88727 -2.5807 4.5621 0.05813 978.98 0.42134 301.34 0.082204 0.005287 2.0969 0.81651 5.2747e-05 2.681 2.9997 0.18279 0.32599 0.0027119 0.57165 8.3269 -3.3388 0.58021 -0.73453 0.0016405 1.0921 1.5626 25116
  SB35_117 0.20541 0.60842 1.4445 2.4308 13.98 21.103 0.031394 0.63594 1.1167 1.1699 0.19955 -2.2733 11.92 0.37361 2816.2 0.029581 509.87 0.53815 0.00055466 1.0202 0.57322 9.8097e-05 0.43539 0.41753 0.036592 0.18237 0.00086905 3.2158 1.0914 -1.7856 2.2045 -0.023546 0.00099884 1.1959 3.5072 25117
  SB35_118 0.10476 0.80761 9.1376 0.7665 8.7356 29.074 0.058103 0.5064 1.0237 1.7645 0.10089 -1.9489 6.1188 0.03963 3083.3 0.10547 427.22 0.12587 0.0015477 2.7196 0.69403 0.00017257 1.1825 6.7292 0.28612 0.068481 0.022995 2.9251 3.6149 -0.38649 0.32019 -0.95087 0.0014575 1.2456 2.6828 25118
  SB35_119 0.40363 0.75167 1.9303 1.1881 3.8916 10.168 0.040673 0.82561 0.82597 2.517 0.44979 -2.3971 9.4803 0.13963  1247 0.015201 237.34 0.35022 0.0036683 1.6477 0.33809 2.9896e-05 0.76533 0.16429 0.089302 0.43347 0.00023634 1.2881 0.65592 -4.4207 1.2364 -0.28664 0.0012095 0.93182 1.0214 25119
  SB35_120 0.42604 0.90531 7.5769 2.1532 9.3449 13.367 0.064401 0.67384 0.94589 1.9237 0.45791 -2.5014 11.158 0.04661 2475.6 0.36495 456.85 0.093732 0.0045018 2.7603 0.89403 9.0381e-05 1.4102 1.896 0.045514 0.072615 7.891e-05 3.4174 1.423 -0.15614 0.6206 -0.46141 0.0011208 1.065 1.6996 25120
  SB35_121 0.12806 0.66041 2.2536 0.41272 5.1449 37.396 0.031875 0.65502 1.1546 2.7441 0.13096 -1.8525 4.3004 0.11621 327.42 0.04555 254.54 0.94661 0.00066792 1.8721 0.5381 4.9498e-05 0.91245 0.43658 0.14736 0.73428 0.028503 0.8113 7.7371 -4.812 2.5574 -0.79718 0.0013266 1.2324 3.1545 25121
  SB35_122 0.22743 0.86106 5.6386 1.3429 5.933 28.197 0.055167 0.48729 1.0616 4.345 0.19546 -2.1221 9.7264 0.069868 1587.7 0.12179 184.12 0.24072 0.0019045 2.3842 0.61652 2.7632e-05 2.2724 8.5663 0.072213 0.24409 0.00071569 1.0795 0.50458 -3.726 0.27437 -0.2245 0.0008538 1.2728 2.062 25122
  SB35_123 0.32627 0.70447 1.6705 0.87462 10.509  19.3 0.042673 0.86822 0.83886 1.5168 0.68527 -2.724 6.8649 0.31776 3734.8 0.0098738 380.27 0.36533 0.0031919 1.499 0.37324 0.00016233 0.36917 0.10947 0.35672 0.10907 0.0080719 2.6922 3.8787 -1.55 1.1617 -0.51352 0.0015658 0.89534 1.3001 25123
  SB35_124 0.39736 0.83588 2.6366 0.62355 13.186 11.298 0.051837 0.54438 0.97623 2.3957 0.24404 -2.6698 8.6045 0.1634 3250.9 0.0072793 421.45 0.29381 0.0012379 2.5958 0.9771 0.00012277 3.4548 0.2751 0.22317 0.38046 0.0017566 0.44744 1.8657 -0.94339 0.45607 -0.3302 0.0017336 1.3004 3.7368 25124
  SB35_125 0.29855 0.78004 12.549 1.9357 7.2949 30.938 0.044441 0.81262 0.77379 1.7092 0.56548 -2.1763 7.9934 0.032792 1415.4 0.050279 217.49 0.15096 0.0020859 1.5212 0.43295 6.4846e-05 0.33243 3.7948 0.069581 0.14334 0.0032066 3.8433 4.8728 -3.7857 1.7329 -0.93172 0.0010253 0.98761 1.4667 25125
  SB35_126 0.19909 0.97893 1.0576 0.27723 4.1802 23.331 0.062711 0.72966 0.86676 1.3459 0.37064 -2.0473 10.044 0.22341 687.34 0.019581 343.82 0.64147 0.005789 2.2205 0.71233 3.7441e-05 1.5102 0.70627 0.13653 0.056514 0.00020132 2.047 0.75343 -2.6848 0.81317 -0.1091 0.0014943 1.0373 1.1342 25126
