# Name Omega_m, sigma_8 ASN1 AAGN1 ASN2 AAGN2 Omega_b seed
SB7_940 0.21608 0.64930 1.36979 0.48327 1.30022 0.99539 0.051798 12940
SB7_941 0.46224 0.95644 0.35722 2.63129 0.91604 1.97825 0.012090 12941
SB7_942 0.33026 0.71694 3.04060 1.13900 0.55619 0.64553 0.083835 12942
SB7_943 0.19805 0.87698 0.67221 0.78411 1.51014 1.28250 0.044752 12943
SB7_944 0.17617 0.67247 1.99336 2.95112 0.85006 1.83171 0.082213 12944
SB7_945 0.34589 0.93430 0.25633 0.26792 1.39678 0.90273 0.041374 12945
SB7_946 0.46536 0.79255 2.09005 0.61561 1.42818 1.41271 0.054551 12946
SB7_947 0.20671 0.80103 0.93642 1.80900 0.58947 0.69600 0.014337 12947
SB7_948 0.25237 0.97132 0.53592 1.39902 0.83675 1.08067 0.065564 12948
SB7_949 0.41893 0.63471 3.81386 0.94280 1.00345 0.53517 0.025859 12949
SB7_950 0.38842 0.88906 0.48812 0.41987 1.96537 1.66688 0.077592 12950
SB7_951 0.13287 0.70535 1.00246 2.23638 0.60582 0.82518 0.038510 12951
SB7_952 0.10629 0.87088 3.27775 0.33332 0.50098 1.12662 0.056023 12952
SB7_953 0.36499 0.73564 0.59709 3.95691 1.68101 0.55978 0.015068 12953
SB7_954 0.44543 0.98754 1.27231 1.58134 1.21228 1.46133 0.088363 12954
SB7_955 0.27586 0.60560 0.40158 0.59378 0.97977 0.72583 0.048032 12955
SB7_956 0.23324 0.77281 0.31144 0.75779 0.69681 1.91081 0.071754 12956
SB7_957 0.48884 0.83288 1.57092 1.04335 1.70931 0.94372 0.032165 12957
SB7_958 0.31925 0.69338 0.84012 2.55829 1.18024 1.23918 0.063780 12958
SB7_959 0.15283 0.90049 2.43258 0.43529 0.71166 0.61181 0.024816 12959
SB7_960 0.15398 0.68432 0.61071 0.70447 0.61765 0.50809 0.058435 12960
SB7_961 0.32357 0.92249 3.34677 1.87738 1.92239 1.00085 0.017984 12961
SB7_962 0.49316 0.75106 0.39332 3.34439 1.02653 0.78373 0.086086 12962
SB7_963 0.23438 0.84257 1.24406 0.28153 0.82011 1.54330 0.045010 12963
SB7_964 0.28091 0.98468 1.60406 0.36642 0.57583 0.85644 0.073798 12964
SB7_965 0.44740 0.62130 0.31854 2.15201 1.45815 1.69779 0.034793 12965
SB7_966 0.36697 0.85532 2.37853 1.23618 1.36725 0.66051 0.061763 12966
SB7_967 0.11135 0.73904 0.82286 0.89844 0.87084 1.30892 0.022132 12967
SB7_968 0.13485 0.88562 0.25096 1.52168 0.72789 0.97440 0.084589 12968
SB7_969 0.39348 0.72085 1.94955 0.51818 1.15697 1.93511 0.044334 12969
SB7_970 0.42398 0.95558 0.95737 0.31764 1.74240 0.63195 0.052241 12970
SB7_971 0.25434 0.63751 2.13469 3.49635 0.68168 1.25457 0.011361 12971
SB7_972 0.21102 0.78290 3.73012 2.65498 0.95921 0.57756 0.067644 12972
SB7_973 0.46650 0.82283 0.52467 0.49812 1.24170 1.14186 0.028443 12973
SB7_974 0.34704 0.65052 1.02382 0.79627 1.64240 0.74911 0.075607 12974
SB7_975 0.18050 0.94340 0.49905 1.18239 0.51140 1.48054 0.035781 12975
SB7_976 0.19612 0.70764 2.68479 0.26419 1.25678 1.05708 0.078321 12976
SB7_977 0.32516 0.89912 0.76120 2.84665 0.94476 0.52389 0.038068 12977
SB7_978 0.45713 0.62770 1.42287 1.79046 0.52752 1.63055 0.065983 12978
SB7_979 0.21415 0.96588 0.34385 0.59644 1.59590 0.80783 0.025105 12979
SB7_980 0.26997 0.81117 0.36484 0.93660 1.13346 1.79316 0.053900 12980
SB7_981 0.40211 0.79485 1.40046 1.36143 0.74078 0.88308 0.014702 12981
SB7_982 0.38410 0.92888 0.65745 2.20896 0.66602 1.38293 0.081873 12982
SB7_983 0.13798 0.66552 2.97682 0.40542 1.78771 0.68081 0.042050 12983
SB7_984 0.11447 0.91230 1.10377 3.85064 1.48011 1.86913 0.064671 12984
SB7_985 0.35760 0.69422 0.44332 0.33113 0.56898 0.92383 0.024223 12985
SB7_986 0.42553 0.82894 3.46497 0.57334 0.89601 1.21222 0.072332 12986
SB7_987 0.29653 0.76420 0.58988 1.56193 1.32561 0.59893 0.031259 12987
SB7_988 0.23751 0.60641 0.84815 1.00643 1.88938 1.10294 0.087549 12988
SB7_989 0.48378 0.99928 2.30757 0.74722 0.63040 0.54758 0.048547 12989
SB7_990 0.30170 0.72695 0.28291 0.42174 0.79951 1.43054 0.055524 12990
SB7_991 0.16960 0.86692 1.80606 2.53202 1.05055 0.70999 0.015896 12991
SB7_992 0.16487 0.96006 2.93312 0.85574 1.31125 1.65116 0.086420 12992
SB7_993 0.30641 0.64670 0.69681 1.24283 0.90588 0.83304 0.047494 12993
SB7_994 0.47588 0.87995 1.31071 2.02749 0.55075 1.07048 0.059081 12994
SB7_995 0.24540 0.71363 0.37331 0.37243 1.52919 0.54026 0.019529 12995
SB7_996 0.28872 0.65892 0.33330 0.28925 1.08527 1.39183 0.060724 12996
SB7_997 0.43336 0.94711 1.53309 3.11715 0.77388 0.70644 0.020352 12997
SB7_998 0.35285 0.77646 0.71619 1.95001 0.63728 1.80464 0.073698 12998
SB7_999 0.11922 0.81795 2.73286 0.64948 1.86886 0.91627 0.032701 12999
SB7_1000 0.14572 0.75828 1.70865 1.10207 1.54503 1.22418 0.050265 13000
SB7_1001 0.37634 0.84824 0.28635 0.81809 0.54492 0.61931 0.011143 13001
SB7_1002 0.40678 0.67514 2.24913 0.45924 0.93468 1.88767 0.082927 13002
SB7_1003 0.26529 0.91800 0.90868 2.75766 1.27042 0.95529 0.043179 13003
SB7_1004 0.21876 0.86021 0.54896 3.51521 1.80692 1.45148 0.076879 13004
SB7_1005 0.45254 0.74548 3.56498 0.30254 0.65890 0.73076 0.036703 13005
SB7_1006 0.33294 0.98098 0.43434 0.52669 0.76514 1.11902 0.069853 13006
SB7_1007 0.18835 0.61290 1.17630 1.43361 1.09730 0.56358 0.029051 13007
SB7_1008 0.18523 0.83655 0.78896 0.39887 0.70417 0.78873 0.066511 13008
SB7_1009 0.34232 0.77026 2.59047 2.34463 1.68687 1.60134 0.027392 13009
SB7_1010 0.47441 0.90351 0.30295 1.35414 1.16953 0.51135 0.079164 13010
SB7_1011 0.20314 0.69012 1.61506 0.98334 0.72012 1.03855 0.039418 13011
SB7_1012 0.26216 0.73223 1.23904 0.64694 0.50594 0.66886 0.080640 13012
SB7_1013 0.41615 0.87375 0.41235 1.72378 1.66005 1.34985 0.040466 13013
SB7_1014 0.39822 0.60310 3.09829 3.05416 1.20210 0.86724 0.053604 13014
SB7_1015 0.13009 0.99126 0.63164 0.25714 0.99075 1.75078 0.012804 13015
SB7_1016 0.10360 0.63179 0.45946 2.43775 0.82915 0.64117 0.070162 13016
SB7_1017 0.37473 0.97468 1.06493 0.45744 1.01540 1.29121 0.031238 13017
SB7_1018 0.44273 0.70158 0.51969 0.72730 1.98614 0.98868 0.062813 13018
SB7_1019 0.28559 0.89151 3.93276 1.07978 0.59786 1.99168 0.023263 13019
SB7_1020 0.22978 0.93690 2.04171 1.65788 0.84292 0.75656 0.056990 13020
SB7_1021 0.49776 0.66884 0.95864 0.56408 1.41244 1.53094 0.016620 13021
SB7_1022 0.31578 0.80434 1.87986 0.34766 1.44231 0.58328 0.089955 13022
SB7_1023 0.16175 0.78958 0.27182 3.82997 0.58212 1.18069 0.048959 13023
