# Name Omega_m, sigma_8 ASN1 AAGN1 ASN2 AAGN2 Omega_b seed
SB7_306 0.46724 0.85381 0.29171 1.56697 1.76203 1.82972 0.056766 12306
SB7_307 0.21030 0.74061 1.75160 0.57538 0.67413 0.90375 0.017138 12307
SB7_308 0.25527 0.68272 1.14236 0.74887 0.94917 1.66421 0.063428 12308
SB7_309 0.42306 0.92405 0.42834 1.00830 1.25476 0.82654 0.022981 12309
SB7_310 0.39108 0.75260 3.66455 2.52648 1.58929 1.07891 0.071089 12310
SB7_311 0.13724 0.84098 0.55776 0.42095 0.52846 0.53602 0.030016 12311
SB7_312 0.11071 0.78131 0.38430 2.85197 0.62461 1.46366 0.052637 12312
SB7_313 0.36760 0.82438 1.32954 0.26477 1.90108 0.72465 0.013440 12313
SB7_314 0.44970 0.65207 0.67766 0.59533 1.06010 1.12847 0.080611 12314
SB7_315 0.27862 0.94180 2.88803 1.78651 0.79419 0.55888 0.040787 12315
SB7_316 0.23688 0.88719 2.77959 1.35660 0.55721 1.24060 0.079583 12316
SB7_317 0.49067 0.71933 0.73524 0.93360 1.50677 0.61115 0.039330 12317
SB7_318 0.32274 0.95405 1.50534 0.40687 1.35292 1.91289 0.067245 12318
SB7_319 0.15480 0.63910 0.32501 2.21606 0.88000 0.94266 0.026367 12319
SB7_320 0.15054 0.96974 1.30178 1.50785 0.54027 0.78232 0.050560 12320
SB7_321 0.32155 0.63624 0.37588 0.50213 1.55885 1.54602 0.010853 12321
SB7_322 0.48947 0.89058 2.95284 0.31454 1.28022 0.50719 0.082598 12322
SB7_323 0.23260 0.70378 0.69218 3.39034 0.92783 1.00267 0.043514 12323
SB7_324 0.27669 0.67407 0.71916 2.62197 0.66028 0.65989 0.077209 12324
SB7_325 0.44459 0.93274 2.72151 0.48171 1.80377 1.31018 0.036368 12325
SB7_326 0.36250 0.79100 0.33197 0.78690 1.09366 0.85562 0.069557 12326
SB7_327 0.10878 0.80263 1.53918 1.14266 0.76794 1.69934 0.029341 12327
SB7_328 0.13214 0.77440 2.23978 0.68126 0.89770 0.63252 0.086750 12328
SB7_329 0.38916 0.83133 0.91245 1.85404 1.32275 1.25337 0.047159 12329
SB7_330 0.42113 0.69182 1.71543 3.23204 1.54021 0.97534 0.058786 12330
SB7_331 0.25017 0.90210 0.28521 0.27822 0.54663 1.93332 0.019819 12331
SB7_332 0.20910 0.86930 0.43733 0.35507 0.77537 0.75047 0.061019 12332
SB7_333 0.46297 0.73716 1.16829 2.13246 1.08283 1.47793 0.020062 12333
SB7_334 0.34496 0.98907 0.54531 1.19870 1.86234 0.57858 0.073369 12334
SB7_335 0.17710 0.60402 3.58894 0.88967 0.63929 1.13981 0.033036 12335
SB7_336 0.19898 0.84642 0.30092 3.97104 1.01911 1.62902 0.070496 12336
SB7_337 0.32934 0.75960 1.62585 0.33439 0.82641 0.80856 0.030908 12337
SB7_338 0.45984 0.91394 0.79436 0.59167 0.59681 1.05613 0.062522 12338
SB7_339 0.21847 0.68047 2.57271 1.57625 1.99031 0.52439 0.023558 12339
SB7_340 0.27204 0.74758 3.11072 1.04142 1.40211 1.38051 0.057280 12340
SB7_341 0.40550 0.85918 0.62915 0.75612 0.84942 0.68203 0.016325 12341
SB7_342 0.38603 0.61744 1.23395 0.43610 0.58733 1.78996 0.089620 12342
SB7_343 0.14152 0.97614 0.41407 2.56390 1.42999 0.88462 0.049289 12343
SB7_344 0.11816 0.64772 0.51764 0.26733 1.69218 1.21432 0.066802 12344
SB7_345 0.35938 0.95797 3.94854 2.94561 0.70172 0.59787 0.027097 12345
SB7_346 0.42897 0.71846 0.46138 1.81300 0.71849 1.87247 0.078829 12346
SB7_347 0.29856 0.87541 1.06056 0.61676 1.17179 0.92221 0.039748 12347
SB7_348 0.24198 0.94580 1.89242 0.94583 1.64763 1.43189 0.080975 12348
SB7_349 0.48635 0.66072 0.27000 1.40399 0.50958 0.70935 0.040137 12349
SB7_350 0.30592 0.81263 2.02771 2.22922 0.99945 1.10393 0.053313 12350
SB7_351 0.17241 0.78051 0.96521 0.41838 1.19124 0.54707 0.013099 12351
SB7_352 0.16773 0.69866 0.39169 1.13655 1.15905 1.07163 0.084918 12352
SB7_353 0.31058 0.90736 1.24921 0.82617 0.72634 0.53966 0.043999 12353
SB7_354 0.47859 0.76640 0.61313 0.47393 0.67922 1.65298 0.051946 12354
SB7_355 0.24972 0.82801 3.33343 2.78300 1.74813 0.83215 0.011651 12355
SB7_356 0.29080 0.99512 2.39493 3.63749 1.23075 1.80756 0.067939 12356
SB7_357 0.43675 0.61164 0.81725 0.30615 0.96742 0.91483 0.028153 12357
SB7_358 0.35478 0.86520 1.59340 0.54464 0.51520 1.39403 0.075278 12358
SB7_359 0.12276 0.72838 0.32068 1.45169 1.62975 0.70530 0.036116 12359
SB7_360 0.14940 0.89391 0.95085 0.86595 1.92681 1.88461 0.058730 12360
SB7_361 0.37813 0.71178 2.14940 1.28606 0.61644 0.95680 0.017694 12361
SB7_362 0.41022 0.96448 0.25265 2.05307 0.81756 1.22226 0.085756 12362
SB7_363 0.26732 0.62940 1.93660 0.38513 1.03007 0.62031 0.045344 12363
SB7_364 0.22323 0.79979 1.02806 0.29210 1.44553 1.11783 0.074127 12364
SB7_365 0.45510 0.80673 0.49697 3.21469 0.58105 0.56420 0.034458 12365
SB7_366 0.33716 0.66645 3.71526 1.96794 0.87745 1.44985 0.061467 12366
SB7_367 0.19116 0.92669 0.52676 0.67025 1.35741 0.73155 0.022423 12367
SB7_368 0.18178 0.72218 1.41726 2.41555 0.56461 0.51217 0.064962 12368
SB7_369 0.34029 0.88380 0.34523 0.44326 1.49107 1.03684 0.023928 12369
SB7_370 0.47073 0.64285 2.69602 0.72018 1.33698 0.79002 0.071998 12370
SB7_371 0.20135 0.95152 0.75807 1.04702 0.88809 1.59879 0.031588 12371
SB7_372 0.25794 0.82181 0.66184 1.63723 0.63246 0.86822 0.087883 12372
SB7_373 0.41335 0.78501 2.95691 0.54549 1.88257 1.74889 0.048217 12373
SB7_374 0.39375 0.93857 0.36234 0.34356 1.04831 0.66959 0.055233 12374
SB7_375 0.12753 0.65506 1.41005 3.70122 0.80095 1.34832 0.016191 12375
SB7_376 0.10089 0.92039 3.44179 0.38573 0.93797 0.98756 0.078655 12376
SB7_377 0.37041 0.68534 0.59382 2.31542 1.26631 1.99387 0.037738 12377
SB7_378 0.43988 0.83803 1.11133 1.30862 1.61039 0.64048 0.065692 12378
SB7_379 0.28142 0.75589 0.44028 0.97175 0.52295 1.29267 0.025400 12379
SB7_380 0.22785 0.62310 0.28405 0.62689 0.74333 0.58235 0.054190 12380
SB7_381 0.49422 0.98337 1.79894 1.70808 1.12994 1.18262 0.014407 12381
SB7_382 0.31371 0.74308 0.84466 2.96150 1.78419 0.75532 0.081539 12382
SB7_383 0.15835 0.85001 2.31722 0.25463 0.66756 1.53339 0.042379 12383
SB7_384 0.15625 0.61634 0.75432 3.41208 1.37854 0.64477 0.060279 12384
SB7_385 0.31503 0.97797 2.59478 0.31339 0.86393 1.27018 0.021120 12385
SB7_386 0.49544 0.74872 0.34727 0.50848 0.57123 0.99455 0.072930 12386
SB7_387 0.22585 0.85740 1.47144 1.47698 1.47026 1.95861 0.033147 12387
SB7_388 0.28323 0.91514 1.35615 1.16025 1.03510 0.76856 0.086952 12388
SB7_389 0.43885 0.67834 0.36079 0.77288 0.81366 1.52345 0.046660 12389
SB7_390 0.36928 0.84518 3.06794 0.48611 0.61277 0.59273 0.059915 12390
SB7_391 0.10279 0.76168 0.66619 2.61942 1.93851 1.17451 0.018998 12391
SB7_392 0.12621 0.81451 0.45777 0.27326 1.61993 0.80178 0.076473 12392
SB7_393 0.39585 0.77946 1.11610 3.28177 0.51828 1.59243 0.037431 12393
SB7_394 0.41535 0.94387 0.57235 1.85224 0.97205 0.51999 0.069124 12394
SB7_395 0.25672 0.66172 3.41926 0.68749 1.22478 1.03240 0.029457 12395
SB7_396 0.20238 0.71648 2.32870 0.88640 1.71873 0.67215 0.050757 12396
SB7_397 0.46892 0.87675 0.87764 1.20638 0.69090 1.32877 0.010348 12397
SB7_398 0.33839 0.64975 1.78842 2.08880 0.73771 0.87180 0.083722 12398
SB7_399 0.18291 0.95667 0.27358 0.35956 1.14129 1.72288 0.042688 12399
SB7_400 0.19228 0.79278 3.24511 1.60920 0.67156 1.23021 0.080227 12400
SB7_401 0.33526 0.80148 0.60307 0.58429 1.77343 0.60964 0.041182 12401
SB7_402 0.45329 0.67224 1.28375 0.33563 1.12446 1.89759 0.052887 12402
SB7_403 0.22426 0.93384 0.39799 3.94574 0.74690 0.94006 0.013218 12403
SB7_404 0.26609 0.88850 0.31521 2.56640 0.53195 1.47548 0.066996 12404
SB7_405 0.41222 0.70502 1.55220 0.43216 1.58329 0.72670 0.026585 12405
SB7_406 0.38022 0.97187 0.82982 0.76984 1.24690 1.13793 0.079970 12406
SB7_407 0.14809 0.63504 2.46287 1.02563 0.95265 0.56025 0.038934 12407
SB7_408 0.12467 0.98807 1.97025 0.61117 0.78861 1.67734 0.056537 12408
SB7_409 0.35366 0.60595 0.25935 1.81476 1.06462 0.82896 0.017376 12409
SB7_410 0.43573 0.87036 2.11680 2.90097 1.91478 1.08783 0.089199 12410
SB7_411 0.29260 0.73528 0.92463 0.27219 0.62177 0.53743 0.049413 12411
SB7_412 0.24772 0.69312 0.54111 0.41316 0.88386 1.39963 0.070686 12412
SB7_413 0.47981 0.90007 3.77718 2.27581 1.34349 0.69494 0.030391 12413
SB7_414 0.31190 0.77306 0.48359 1.39505 1.50011 1.81535 0.063659 12414
SB7_415 0.16563 0.83331 1.01181 0.94932 0.56125 0.90105 0.022740 12415
SB7_416 0.17353 0.94054 2.50687 2.81034 0.64241 1.83994 0.074554 12416
SB7_417 0.30401 0.65372 0.78073 0.47315 1.85345 0.92836 0.034340 12417
SB7_418 0.48454 0.81978 1.67236 0.83831 1.07638 1.19287 0.062215 12418
SB7_419 0.24300 0.78630 0.30553 1.11705 0.78007 0.60209 0.021377 12419
SB7_420 0.29734 0.64097 0.40725 1.46906 0.55514 1.09679 0.057589 12420
SB7_421 0.43097 0.95257 1.20153 0.53385 1.51647 0.55664 0.018508 12421
SB7_422 0.36148 0.72411 0.63921 0.30832 1.30038 1.42210 0.085562 12422
SB7_423 0.11684 0.88280 3.19763 3.62167 0.91306 0.72198 0.045856 12423
SB7_424 0.14342 0.74189 1.07835 0.37750 0.75503 1.05190 0.068361 12424
SB7_425 0.38491 0.85213 0.47382 2.07761 1.11247 0.53221 0.028029 12425
SB7_426 0.40447 0.62434 3.88634 1.28048 1.83199 1.62203 0.076021 12426
SB7_427 0.27385 0.98130 0.50359 0.87209 0.65016 0.82093 0.035065 12427
SB7_428 0.21647 0.83913 0.99058 0.66915 0.92224 1.76397 0.083782 12428
SB7_429 0.46106 0.75406 2.06308 1.98726 1.28788 0.88802 0.044818 12429
SB7_430 0.33066 0.91925 0.26249 3.15955 1.56631 1.35994 0.051756 12430
SB7_431 0.19688 0.68713 1.86392 0.29640 0.53765 0.68486 0.012168 12431
SB7_432 0.17500 0.86391 0.68905 1.06529 1.21172 0.95854 0.054629 12432
SB7_433 0.34628 0.73041 2.84027 0.70975 0.98263 1.94594 0.014295 12433
SB7_434 0.46419 0.99646 0.37826 0.44399 0.50177 0.62144 0.082279 12434
SB7_435 0.20709 0.60967 1.35074 2.39205 1.67342 1.26203 0.041321 12435
SB7_436 0.25197 0.76740 1.48147 3.71739 1.17880 0.57473 0.077526 12436
SB7_437 0.42010 0.82608 0.33025 0.34114 0.71416 1.15999 0.038560 12437
SB7_438 0.38804 0.69761 2.82585 0.55651 0.69831 0.74520 0.065490 12438
SB7_439 0.13404 0.90925 0.72321 1.61788 1.70029 1.50453 0.025899 12439
SB7_440 0.10746 0.66852 0.29631 0.96491 1.42318 0.50526 0.088317 12440
SB7_441 0.36461 0.92545 1.72440 1.31433 0.59019 1.01742 0.048101 12441
SB7_442 0.44660 0.79766 0.87878 2.28807 0.85457 0.77911 0.055969 12442
SB7_443 0.27547 0.80793 2.22719 0.39352 1.39378 1.56937 0.015128 12443
SB7_444 0.23362 0.96269 3.60518 0.25094 1.95965 0.84307 0.063838 12444
SB7_445 0.48767 0.63054 0.56694 3.01318 0.60610 1.70613 0.024754 12445
SB7_446 0.31964 0.89574 1.16096 1.69147 0.84055 0.64997 0.071801 12446
SB7_447 0.15166 0.71068 0.42147 0.62792 1.00189 1.31581 0.032093 12447
SB7_448 0.15358 0.88038 1.68822 0.46654 1.74159 1.12111 0.085985 12448
SB7_449 0.32474 0.71388 0.28980 2.71082 0.68368 0.56865 0.045107 12449
SB7_450 0.49277 0.95964 2.27703 1.10556 0.72903 1.45368 0.058323 12450
SB7_451 0.23556 0.64644 0.89751 0.81220 1.15175 0.73760 0.018071 12451
SB7_452 0.27974 0.77610 0.55448 0.53033 1.64038 1.87969 0.061871 12452
SB7_453 0.44779 0.81743 3.52962 1.42956 0.51320 0.94901 0.022047 12453
SB7_454 0.36580 0.65927 0.43047 3.57715 0.96128 1.21860 0.073897 12454
SB7_455 0.11173 0.94764 1.18693 0.29771 1.23515 0.61545 0.034699 12455
SB7_456 0.13524 0.67547 2.90504 2.02174 1.02293 1.80311 0.052329 12456
SB7_457 0.39231 0.91855 0.70358 0.37501 0.82112 0.90717 0.011256 12457
SB7_458 0.42438 0.75795 1.32299 0.84205 0.62093 1.39019 0.084669 12458
SB7_459 0.25317 0.84769 0.36986 1.26475 1.91824 0.69966 0.044221 12459
SB7_460 0.21220 0.98052 0.33721 1.91687 1.36326 1.07466 0.075526 12460
SB7_461 0.46612 0.61267 1.51526 0.65981 0.87125 0.54402 0.035898 12461
SB7_462 0.34821 0.86066 0.70715 0.28716 0.57844 1.65702 0.067552 12462
SB7_463 0.18010 0.74571 2.76772 3.12708 1.45586 0.83913 0.028549 12463
SB7_464 0.19573 0.90374 0.46408 0.73158 0.89377 0.58714 0.066088 12464
SB7_465 0.32633 0.69057 1.05438 1.07491 1.33220 1.18569 0.025012 12465
SB7_466 0.45674 0.83632 0.51506 2.48323 1.48142 0.76131 0.078437 12466
SB7_467 0.21532 0.76980 3.96828 0.45089 0.56679 1.53795 0.037987 12467
SB7_468 0.26880 0.60254 2.01729 0.35282 0.79799 0.97985 0.081760 12468
SB7_469 0.40250 0.99094 0.97021 3.75857 1.05496 1.98799 0.042130 12469
SB7_470 0.38293 0.73278 1.90319 1.66483 1.88962 0.63524 0.053795 12470
SB7_471 0.13836 0.87408 0.26848 0.56097 0.62835 1.28924 0.014791 12471
SB7_472 0.11486 0.70211 0.79820 1.32888 0.52531 0.86124 0.072239 12472
SB7_473 0.35642 0.89186 2.56034 0.99797 1.59894 1.74400 0.031358 12473
SB7_474 0.42592 0.63127 0.29912 0.39667 1.26089 0.66401 0.064586 12474
SB7_475 0.29537 0.97432 1.63565 2.35448 0.94464 1.34505 0.024332 12475
SB7_476 0.23868 0.80408 1.22717 3.04035 0.66273 0.51648 0.055610 12476
SB7_477 0.48340 0.78915 0.41635 0.25866 1.79218 1.03941 0.015784 12477
SB7_478 0.30286 0.93715 3.12733 0.63767 1.13783 0.79637 0.087646 12478
SB7_479 0.16921 0.66927 0.62580 1.75595 0.74012 1.60324 0.048446 12479
SB7_480 0.16448 0.75150 0.25400 0.32291 0.93448 0.75229 0.059161 12480
SB7_481 0.30759 0.84281 1.92632 3.44395 1.27446 1.49034 0.019416 12481
SB7_482 0.47549 0.68386 0.94563 1.53376 1.54785 0.58021 0.086509 12482
SB7_483 0.24657 0.92227 2.16126 0.51619 0.54260 1.14905 0.047389 12483
SB7_484 0.28754 0.85500 3.69297 0.79907 0.76452 0.63077 0.073606 12484
SB7_485 0.43375 0.73848 0.52993 1.17347 1.10163 1.24338 0.032807 12485
SB7_486 0.35168 0.98502 1.03303 2.69629 1.81160 0.97292 0.060643 12486
SB7_487 0.11962 0.62184 0.49458 0.48983 0.65570 1.91717 0.020469 12487
SB7_488 0.14611 0.95593 0.61662 3.31914 0.54859 0.65793 0.082815 12488
SB7_489 0.37517 0.63805 3.31459 0.28252 1.53042 1.29987 0.043266 12489
SB7_490 0.40717 0.88526 0.38967 0.69273 1.31764 0.85340 0.050164 12490
SB7_491 0.26411 0.72033 1.25566 1.90661 0.90355 1.68546 0.011240 12491
SB7_492 0.21993 0.65010 1.58547 1.21764 0.63526 0.78440 0.069952 12492
SB7_493 0.45214 0.94314 0.32229 0.91335 1.86926 1.55878 0.028957 12493
SB7_494 0.33412 0.78334 2.40897 0.36501 1.08992 0.50869 0.076987 12494
SB7_495 0.18796 0.82309 0.81250 2.16911 0.77247 1.01056 0.036618 12495
SB7_496 0.18484 0.62795 1.09278 0.57633 1.98169 1.44344 0.079079 12496
SB7_497 0.34349 0.96632 0.44776 1.55173 0.60098 0.71131 0.039527 12497
SB7_498 0.47402 0.70738 3.49611 3.90393 0.83010 1.11325 0.066418 12498
SB7_499 0.20431 0.89870 0.58461 0.32529 1.01175 0.54842 0.027491 12499
SB7_500 0.26099 0.92837 0.85842 0.42946 1.44017 1.20423 0.053701 12500
SB7_501 0.41654 0.66516 2.28007 2.49661 0.58481 0.59641 0.012703 12501
SB7_502 0.39705 0.81171 0.27944 1.01270 0.84339 1.85746 0.080726 12502
SB7_503 0.13049 0.79521 1.82855 0.74360 1.40844 0.91961 0.040354 12503
SB7_504 0.10399 0.82948 2.65367 1.76541 1.16414 1.36918 0.062929 12504
SB7_505 0.37356 0.76454 0.77015 0.60737 0.72119 0.68024 0.023182 12505
SB7_506 0.44312 0.91175 1.44108 0.26291 0.70617 1.77595 0.070267 12506
SB7_507 0.28442 0.69390 0.33952 2.86442 1.68594 0.88203 0.031145 12507
SB7_508 0.23095 0.72673 0.36837 2.19452 1.19586 1.64191 0.089850 12508
SB7_509 0.49736 0.86646 1.38698 0.40754 0.99297 0.81098 0.049048 12509
SB7_510 0.31696 0.60665 0.65134 0.92007 0.50776 1.06480 0.056877 12510
SB7_511 0.16136 0.99972 3.00459 1.38028 1.65815 0.52576 0.016700 12511
SB7_512 0.16101 0.64532 2.71221 1.96276 1.01228 0.68841 0.089809 12512
SB7_513 0.31652 0.96027 0.72157 0.67566 0.83163 1.36767 0.048772 12513
SB7_514 0.49703 0.71306 1.53391 0.29287 0.59967 0.89261 0.057158 12514
SB7_515 0.23051 0.88091 0.33308 3.18891 1.97998 1.77400 0.016747 12515
SB7_516 0.28486 0.94808 0.37714 2.05844 1.40919 0.81670 0.063039 12516
SB7_517 0.44347 0.65834 1.29732 0.38204 0.84494 1.61286 0.023370 12517
SB7_518 0.37400 0.81816 0.69450 0.86367 0.58354 0.52947 0.070075 12518
SB7_519 0.10433 0.77508 2.94275 1.29643 1.43892 1.04596 0.031031 12519
SB7_520 0.13092 0.84725 1.16440 0.54027 1.68283 0.71790 0.053498 12520
SB7_521 0.39739 0.75888 0.43884 1.45549 0.70580 1.41478 0.012579 12521
SB7_522 0.41698 0.91782 3.57695 3.66681 0.72181 0.55350 0.080846 12522
SB7_523 0.26133 0.67649 0.54718 0.30535 1.16669 1.09115 0.040552 12523
SB7_524 0.20397 0.74683 0.91558 0.47775 1.65511 0.60551 0.079350 12524
SB7_525 0.47358 0.86003 2.23230 2.77568 0.50749 1.19905 0.039563 12525
SB7_526 0.34315 0.61349 0.28619 1.12744 0.99384 0.93364 0.066386 12526
SB7_527 0.18440 0.97999 1.70972 0.82833 1.19847 1.84947 0.027225 12527
SB7_528 0.18752 0.76888 0.63046 2.98543 0.54360 1.32329 0.069764 12528
SB7_529 0.33377 0.83676 3.10454 0.25396 1.54865 0.65333 0.028847 12529
SB7_530 0.45171 0.68954 0.41493 0.62187 1.27336 1.71583 0.077102 12530
SB7_531 0.21959 0.90447 1.23150 1.71258 0.93244 0.84743 0.036811 12531
SB7_532 0.26446 0.87471 1.62262 1.29815 0.65691 1.56050 0.083091 12532
SB7_533 0.40761 0.73166 0.30155 0.97431 1.81256 0.77509 0.043307 12533
SB7_534 0.37551 0.99147 2.56759 0.38884 1.10067 1.01167 0.050118 12534
SB7_535 0.14655 0.60172 0.79601 2.30938 0.76286 0.50266 0.010959 12535
SB7_536 0.11995 0.97369 0.27054 0.34447 0.90307 1.49679 0.073570 12536
SB7_537 0.35212 0.63239 1.88850 3.67163 1.31521 0.74099 0.032536 12537
SB7_538 0.43409 0.89133 0.96713 1.63296 1.53376 1.15402 0.060909 12538
SB7_539 0.28799 0.70293 2.02352 0.54989 0.54906 0.57148 0.020500 12539
SB7_540 0.24613 0.67019 3.94037 0.71831 0.77206 1.26856 0.059286 12540
SB7_541 0.47515 0.93671 0.51867 1.05548 1.08792 0.62497 0.019619 12541
SB7_542 0.30714 0.79018 1.05836 2.42192 1.87332 1.95601 0.086311 12542
SB7_543 0.16414 0.80335 0.46230 0.43972 0.63582 0.96399 0.047270 12543
SB7_544 0.16877 0.92270 0.81446 1.19535 0.56727 1.73150 0.055339 12544
SB7_545 0.30253 0.68295 2.40295 0.89700 1.48471 0.87690 0.015747 12545
SB7_546 0.48295 0.84353 0.31959 0.35606 1.32970 1.33542 0.087678 12546
SB7_547 0.23834 0.75049 1.59873 2.11500 0.89333 0.67609 0.048712 12547
SB7_548 0.29570 0.62072 1.25338 3.24104 0.62886 1.02726 0.072441 12548
SB7_549 0.42636 0.98565 0.39035 0.27594 1.89383 0.51696 0.031483 12549
SB7_550 0.35677 0.73765 3.34460 0.67936 1.05297 1.58450 0.064467 12550
SB7_551 0.11530 0.85554 0.61104 1.86930 0.79761 0.79711 0.024134 12551
SB7_552 0.13871 0.72145 0.49532 0.78046 0.94255 1.16767 0.081650 12552
SB7_553 0.38337 0.88463 1.03160 1.14585 1.25984 0.58978 0.041942 12553
SB7_554 0.40284 0.63887 0.52500 2.64355 1.59972 1.51458 0.053988 12554
SB7_555 0.26923 0.95539 3.72799 0.48037 0.52630 0.76473 0.014905 12555
SB7_556 0.21488 0.82266 2.15677 0.31713 0.73848 1.97008 0.066130 12556
SB7_557 0.45640 0.78426 0.94767 3.38085 1.13689 0.99953 0.025288 12557
SB7_558 0.32590 0.94242 1.94325 1.49551 1.79304 1.27762 0.078156 12558
SB7_559 0.19539 0.65111 0.25180 0.50353 0.66399 0.64799 0.037941 12559
SB7_560 0.17977 0.89933 2.96305 2.24761 1.15430 0.90633 0.075401 12560
SB7_561 0.34777 0.70626 0.66053 0.41722 0.72964 1.82444 0.035695 12561
SB7_562 0.46577 0.96685 1.41298 0.93811 0.68334 0.69900 0.067749 12562
SB7_563 0.21176 0.62712 0.36162 1.40793 1.73832 1.40663 0.028669 12563
SB7_564 0.25361 0.79429 0.34454 1.79820 1.23791 0.53431 0.052366 12564
SB7_565 0.42472 0.81214 1.42021 0.61849 0.96207 1.08241 0.011527 12565
SB7_566 0.39275 0.66415 0.75656 0.26954 0.51296 0.82414 0.084403 12566
SB7_567 0.13558 0.92909 2.70161 2.93743 1.63729 1.66898 0.044189 12567
SB7_568 0.11217 0.69481 1.80252 0.43733 1.91665 0.55746 0.061595 12568
SB7_569 0.36614 0.91131 0.28346 2.54297 0.61955 1.13130 0.022006 12569
SB7_570 0.44823 0.76555 2.32184 1.03852 0.82266 0.72308 0.073944 12570
SB7_571 0.28008 0.82876 0.84292 0.76236 1.02343 1.46690 0.034980 12571
SB7_572 0.23521 0.99909 0.59260 0.59003 1.45467 0.94477 0.086173 12572
SB7_573 0.49233 0.60777 3.44865 1.58926 0.57716 1.90870 0.045217 12573
SB7_574 0.32440 0.86593 0.43937 3.98219 0.87289 0.61269 0.058208 12574
SB7_575 0.15315 0.72756 1.11354 0.33166 1.36392 1.23741 0.017878 12575
SB7_576 0.15200 0.85628 0.27725 0.90264 1.67705 1.00484 0.063948 12576
SB7_577 0.32008 0.74936 1.76488 1.22878 0.50220 0.50607 0.024942 12577
SB7_578 0.48801 0.97714 0.86098 2.14206 0.98211 1.54997 0.071608 12578
SB7_579 0.23407 0.61687 2.37394 0.36863 1.20950 0.78036 0.031978 12579
SB7_580 0.27503 0.76211 3.37658 0.27975 1.70401 1.69504 0.088276 12580
SB7_581 0.44626 0.84426 0.57964 3.36113 0.69892 0.85782 0.047825 12581
SB7_582 0.36416 0.67907 1.13857 1.88937 0.71379 1.30726 0.056250 12582
SB7_583 0.10712 0.91412 0.44878 0.70097 1.17662 0.66134 0.015174 12583
SB7_584 0.13360 0.66129 0.67439 1.18833 1.39256 1.92709 0.077797 12584
SB7_585 0.38769 0.94479 3.03042 0.79124 0.85272 0.97845 0.038596 12585
SB7_586 0.41966 0.77873 0.35356 0.49565 0.59128 1.24981 0.065459 12586
SB7_587 0.25163 0.81553 1.38380 2.67190 1.42393 0.63435 0.025633 12587
SB7_588 0.20744 0.95779 1.45244 3.47547 1.00102 1.14313 0.054426 12588
SB7_589 0.46463 0.64912 0.35178 0.31912 0.83871 0.57693 0.014171 12589
SB7_590 0.34662 0.87758 2.64586 0.52131 0.60722 1.48267 0.082399 12590
SB7_591 0.17544 0.71595 0.73968 1.51462 1.96067 0.74804 0.041519 12591
SB7_592 0.19732 0.93292 1.00859 0.40354 0.78075 0.52305 0.084058 12592
SB7_593 0.33100 0.67267 0.48508 2.22223 1.07873 1.05878 0.044860 12593
SB7_594 0.46150 0.80046 3.80620 1.36777 1.85006 0.80681 0.051710 12594
SB7_595 0.21682 0.79351 0.53693 0.93098 0.64207 1.63263 0.011887 12595
SB7_596 0.27351 0.63567 0.92813 0.60023 0.91385 0.88659 0.068172 12596
SB7_597 0.40404 0.97075 2.10868 1.78151 1.30323 1.78605 0.027919 12597
SB7_598 0.38456 0.70556 0.25752 2.82863 1.51368 0.68376 0.076135 12598
SB7_599 0.14298 0.88768 1.98406 0.26551 0.55485 1.37696 0.035258 12599
SB7_600 0.11649 0.73465 2.45446 2.51940 0.64875 0.92483 0.057713 12600
SB7_601 0.36103 0.87148 0.83274 0.42442 1.83039 1.86708 0.018710 12601
SB7_602 0.43063 0.60541 1.56374 0.75096 1.11306 0.59980 0.085364 12602
SB7_603 0.29690 0.98889 0.31292 1.00004 0.75641 1.21046 0.045736 12603
SB7_604 0.24344 0.83423 0.39912 1.57133 0.53648 0.54532 0.074517 12604
SB7_605 0.48489 0.77263 1.28022 0.57068 1.56497 1.10752 0.034069 12605
SB7_606 0.30445 0.90109 0.59826 0.32915 1.28856 0.70729 0.062481 12606
SB7_607 0.17387 0.69239 3.27142 3.86852 0.92394 1.43601 0.021409 12607
SB7_608 0.16607 0.78674 1.84658 0.65329 0.74831 0.83424 0.070889 12608
SB7_609 0.31225 0.81886 0.26498 1.94129 1.12500 1.64877 0.030516 12609
SB7_610 0.48025 0.65445 2.06615 3.09907 1.77198 0.54085 0.063539 12610
SB7_611 0.24806 0.93952 0.98920 0.29055 0.67006 1.06931 0.022542 12611
SB7_612 0.29226 0.88169 0.50801 0.37065 0.95444 0.70375 0.056266 12612
SB7_613 0.43528 0.72473 3.85276 2.04006 1.24752 1.39715 0.017339 12613
SB7_614 0.35332 0.95174 0.47284 1.24886 1.58198 0.91248 0.089230 12614
SB7_615 0.12423 0.64149 1.08067 0.85048 0.53077 1.81213 0.049679 12615
SB7_616 0.14775 0.98241 3.17080 1.44252 0.62147 0.61852 0.067038 12616
SB7_617 0.37979 0.62372 0.64455 0.52416 1.91117 1.22574 0.026860 12617
SB7_618 0.41188 0.85296 1.20442 0.30068 1.06699 0.95376 0.079689 12618
SB7_619 0.26565 0.74136 0.40623 3.53222 0.78926 1.89070 0.038888 12619
SB7_620 0.22469 0.68669 0.30830 2.74537 0.56097 0.73393 0.080117 12620
SB7_621 0.45363 0.92017 1.65722 0.46194 1.49730 1.44521 0.040995 12621
SB7_622 0.33570 0.75333 0.77931 0.82178 1.34648 0.56582 0.053080 12622
