#Name Omega_m sigma_8 A_SN1 A_AGN1 A_SN2 A_AGN2 seed
LH_362 0.21675 0.83905 1.16435 0.89247 1.23627 1.79023 30362
LH_363 0.31463 0.80995 1.05487 0.75464 0.52588 0.56927 30363
LH_364 0.24659 0.81496 0.40935 0.34663 0.56270 1.32089 30364
LH_365 0.29972 0.76276 3.89136 0.29819 0.71698 1.97144 30365
LH_366 0.30127 0.86748 0.90926 0.47947 0.93144 0.99818 30366
LH_367 0.49229 0.62628 1.51023 2.04899 1.57584 0.60516 30367
LH_368 0.22502 0.80345 0.54711 1.34694 1.94592 0.79125 30368
LH_369 0.25605 0.78751 1.81704 0.26262 1.81300 1.70829 30369
LH_370 0.19722 0.66494 1.87604 0.79163 1.85223 0.72036 30370
LH_371 0.34760 0.94677 0.31471 1.29156 0.82688 1.05157 30371
LH_372 0.28761 0.83942 0.64334 0.57828 0.86402 0.79905 30372
LH_373 0.44378 0.76070 0.58864 0.90238 1.88217 0.66586 30373
LH_374 0.40929 0.71245 3.21485 1.19153 0.55339 0.87105 30374
LH_375 0.49679 0.94379 0.80756 0.93343 0.95316 1.39687 30375
LH_376 0.19158 0.79790 0.45019 0.35862 1.96333 1.59853 30376
LH_377 0.47199 0.65539 2.98277 2.39208 1.07535 0.99468 30377
LH_378 0.27085 0.78818 0.31413 3.49207 0.57609 0.81338 30378
LH_379 0.20049 0.96740 0.68236 0.36001 0.58928 1.48961 30379
LH_380 0.32291 0.92645 0.28746 0.55590 0.56005 0.78466 30380
LH_381 0.40849 0.91474 3.79395 3.12802 1.41613 0.76773 30381
LH_382 0.37221 0.65200 0.85376 0.44553 0.87653 1.22507 30382
LH_383 0.14446 0.97146 0.77066 1.07267 1.51777 1.33845 30383
LH_384 0.10832 0.62480 2.50597 0.27884 0.76462 1.31520 30384
LH_385 0.36015 0.77382 0.42671 0.27985 0.85178 0.56350 30385
LH_386 0.44987 0.63753 2.92310 3.24555 0.79480 0.78225 30386
LH_387 0.36927 0.60573 0.97904 0.69776 0.87179 0.96178 30387
LH_388 0.39062 0.81660 1.36647 1.17796 1.44234 1.48624 30388
LH_389 0.18148 0.66322 0.89766 1.71502 0.69952 1.31093 30389
LH_390 0.28682 0.62018 0.51353 1.87306 1.08385 0.72492 30390
LH_391 0.43455 0.80868 2.00872 2.07322 0.80638 1.68035 30391
LH_392 0.47042 0.98305 2.35515 0.85955 0.53257 0.55311 30392
LH_393 0.38237 0.98812 2.51091 0.31328 0.58036 0.85684 30393
LH_394 0.28347 0.89818 1.46892 0.95817 1.04997 1.12755 30394
LH_395 0.25914 0.74991 1.33407 1.17520 1.93951 0.67644 30395
LH_396 0.38562 0.74488 0.25942 0.97112 0.89410 0.54360 30396
LH_397 0.27360 0.77136 0.26017 0.25463 1.17822 1.46845 30397
LH_398 0.39809 0.64895 0.50725 1.98883 0.75055 1.45039 30398
LH_399 0.46609 0.96864 3.94586 0.46238 1.49628 1.20651 30399
LH_400 0.25167 0.64528 3.75734 1.13735 1.18550 1.15071 30400
LH_401 0.41432 0.78089 0.89714 0.43111 1.03754 0.93030 30401
LH_402 0.18279 0.78196 0.69470 1.26630 0.60473 0.55788 30402
LH_403 0.45747 0.97925 0.53987 2.85729 0.68720 1.48403 30403
LH_404 0.21110 0.60899 0.59541 0.38049 0.78103 0.61301 30404
LH_405 0.31042 0.80109 2.88686 1.44079 1.01344 1.66341 30405
LH_406 0.14692 0.62442 0.66961 3.98141 0.52147 1.72515 30406
LH_407 0.34038 0.80220 1.04800 0.45969 1.09229 0.58894 30407
LH_408 0.17217 0.79423 1.19154 1.61371 1.39127 0.76098 30408
LH_409 0.31317 0.91062 0.27102 2.50171 1.16269 1.45431 30409
LH_410 0.14599 0.94433 2.76125 1.30773 0.72211 0.85385 30410
LH_411 0.17017 0.76500 0.40223 0.56408 0.78824 1.87513 30411
LH_412 0.15272 0.89041 0.98930 0.75077 0.89866 1.96256 30412
LH_413 0.11428 0.90723 3.31622 0.29503 0.64263 1.50384 30413
LH_414 0.39133 0.87934 1.22412 3.78227 1.06801 0.71547 30414
LH_415 0.14019 0.79591 1.40861 3.57115 1.54613 1.70120 30415
LH_416 0.40328 0.60768 1.32489 0.50740 0.65471 0.56972 30416
LH_417 0.48325 0.66263 0.70287 2.83870 0.81856 1.65972 30417
LH_418 0.29780 0.88431 0.48054 0.82075 0.51598 0.67352 30418
LH_419 0.37399 0.70394 3.07189 3.34654 1.18340 1.58901 30419
LH_420 0.19862 0.75223 1.95316 0.67523 1.71436 0.52269 30420
LH_421 0.23460 0.82059 1.15265 0.43728 0.79814 1.65710 30421
LH_422 0.44538 0.60159 1.99974 3.40783 0.88901 1.17167 30422
LH_423 0.10257 0.93473 1.73828 0.41819 1.15336 0.84092 30423
LH_424 0.23999 0.89157 2.82358 0.42501 1.01654 1.90673 30424
LH_425 0.37631 0.70010 1.85619 0.52072 1.55702 0.56476 30425
LH_426 0.14750 0.82442 0.58108 0.72707 0.69478 1.57807 30426
LH_427 0.28318 0.74258 1.56761 0.44973 1.23637 1.71208 30427
LH_428 0.16055 0.81070 0.55317 1.48591 0.60577 1.93591 30428
LH_429 0.17584 0.67546 0.93247 0.59332 0.56231 0.61111 30429
LH_430 0.13038 0.86485 3.26795 2.80890 0.98072 0.80562 30430
LH_431 0.19365 0.98178 1.35712 2.35504 1.34919 1.00117 30431
LH_432 0.45471 0.66290 1.23028 2.98247 1.23987 1.28650 30432
LH_433 0.43024 0.63577 0.43094 0.98785 0.94833 0.90449 30433
LH_434 0.45841 0.96484 0.65969 3.60456 1.67375 1.31031 30434
LH_435 0.44134 0.95814 0.89131 0.90554 0.57349 0.69440 30435
LH_436 0.11114 0.73591 0.25706 1.90935 1.19528 0.73452 30436
LH_437 0.42187 0.70654 0.28269 0.70829 0.71618 1.89246 30437
LH_438 0.45709 0.83693 0.47587 3.87207 0.79080 1.15923 30438
LH_439 0.38990 0.89856 1.24156 0.85006 0.85342 1.10364 30439
LH_440 0.10636 0.73485 0.65108 0.28967 0.94147 0.55540 30440
LH_441 0.31692 0.72084 2.72711 2.90915 1.49935 0.81764 30441
LH_442 0.43206 0.68211 0.28020 1.27446 1.60107 0.85991 30442
LH_443 0.19768 0.69442 0.76599 0.61802 1.44849 0.70971 30443
LH_444 0.46592 0.69782 0.44000 1.32146 0.64620 0.63698 30444
LH_445 0.49969 0.95587 0.81738 1.21016 1.61924 0.91270 30445
LH_446 0.18331 0.89980 0.67296 0.98268 1.15630 1.55997 30446
LH_447 0.38121 0.96639 3.06151 1.77012 0.83069 1.05884 30447
LH_448 0.13867 0.95480 0.50479 0.35098 1.55130 1.02962 30448
LH_449 0.19447 0.91005 1.80213 0.66590 1.06298 1.88912 30449
LH_450 0.14811 0.89377 2.87006 0.53804 1.36794 1.18926 30450
LH_451 0.47668 0.61820 0.27092 1.80170 1.36280 1.38064 30451
LH_452 0.44281 0.96026 1.72126 0.33293 1.58802 0.78440 30452
LH_453 0.47781 0.83817 0.68078 3.56022 1.49101 1.54969 30453
LH_454 0.36771 0.93671 1.52687 0.62672 1.44481 0.79049 30454
LH_455 0.48851 0.65872 2.27730 0.33586 0.58467 1.52479 30455
LH_456 0.33628 0.94764 1.27522 1.93633 1.10984 0.90990 30456
LH_457 0.14048 0.98967 1.55006 0.46775 1.60703 1.01235 30457
LH_458 0.20462 0.70575 2.26006 0.30272 0.95522 1.55075 30458
LH_459 0.37862 0.80767 1.75890 1.54189 0.60186 0.63867 30459
LH_460 0.43318 0.94699 1.82241 1.96767 1.05443 1.10170 30460
LH_461 0.27576 0.79217 3.68915 0.61239 1.30425 1.57454 30461
LH_462 0.39566 0.78345 0.25677 0.35721 1.11622 0.52536 30462
LH_463 0.41492 0.88696 0.32395 0.34397 0.91729 0.60801 30463
LH_464 0.41823 0.66113 1.71290 2.29420 0.76140 0.68159 30464
LH_465 0.39457 0.77631 0.53622 0.85277 0.91955 0.61870 30465
LH_466 0.27240 0.88741 0.55803 1.55063 0.83360 1.29934 30466
LH_467 0.43436 0.70844 0.41065 0.35243 0.69131 0.75923 30467
LH_468 0.16889 0.93610 1.49457 0.86971 1.01832 1.33564 30468
LH_469 0.25950 0.84992 1.28701 0.49963 1.43909 1.94716 30469
LH_470 0.22671 0.63966 0.49782 3.96823 0.63777 0.63628 30470
LH_471 0.26219 0.75938 0.70363 3.05015 0.51399 1.07691 30471
LH_472 0.24222 0.66205 3.00877 3.84160 1.93704 1.72866 30472
LH_473 0.21626 0.74098 0.76787 1.03769 0.59238 1.25571 30473
LH_474 0.19677 0.64631 0.49180 0.37693 1.85383 1.12607 30474
LH_475 0.33304 0.65725 1.01411 3.00768 0.87348 1.15313 30475
LH_476 0.23947 0.97721 0.35658 2.24553 1.05399 1.14520 30476
LH_477 0.49092 0.97878 1.15146 1.19842 1.71162 1.71844 30477
LH_478 0.47551 0.94564 2.90416 1.55766 1.17593 1.25383 30478
LH_479 0.33717 0.64924 2.18598 1.57081 1.72346 1.34144 30479
LH_480 0.31632 0.94945 1.09985 3.45936 1.51211 1.23136 30480
LH_481 0.31223 0.92838 0.29519 1.53928 1.17094 1.41457 30481
LH_482 0.41523 0.85255 1.25057 0.82808 1.08531 0.79506 30482
LH_483 0.13077 0.62418 0.44254 0.26283 1.10854 1.62155 30483
LH_484 0.11628 0.76984 2.15773 0.66809 0.88352 1.80215 30484
LH_485 0.48955 0.97464 3.86503 1.11122 1.48781 1.99466 30485
LH_486 0.29600 0.79129 2.70307 0.29570 0.74742 1.64435 30486
LH_487 0.26621 0.75892 1.34280 0.45284 0.72962 0.75640 30487
LH_488 0.37307 0.96303 0.84910 0.34388 1.00181 1.94417 30488
LH_489 0.33323 0.63260 3.99604 2.66347 0.65205 0.98425 30489
LH_490 0.41162 0.67290 0.78188 2.76719 1.91281 0.69844 30490
LH_491 0.24303 0.70484 0.49477 0.35553 1.00443 0.88665 30491
LH_492 0.36236 0.96233 0.30472 0.32118 0.80111 0.53181 30492
LH_493 0.24521 0.68005 1.23263 1.60053 0.65042 1.23085 30493
LH_494 0.11357 0.77441 0.44735 0.35335 0.64364 1.16622 30494
LH_495 0.21865 0.74425 1.58294 0.83294 0.60042 1.25173 30495
LH_496 0.42005 0.96345 0.41728 2.95551 0.85727 1.03225 30496
LH_497 0.24873 0.69716 2.12672 2.40911 1.95952 0.63426 30497
LH_498 0.24176 0.71231 0.27877 0.48550 1.23877 1.10761 30498
LH_499 0.24993 0.77663 0.32157 1.88425 1.50809 1.27513 30499
LH_500 0.12295 0.72476 0.64551 3.36046 1.52684 0.93587 30500
LH_501 0.23488 0.74547 0.29408 3.27106 0.51676 1.55641 30501
LH_502 0.30081 0.60464 3.17064 0.28263 0.96709 1.64157 30502
LH_503 0.45486 0.65091 0.27242 2.10759 1.63161 1.14696 30503
LH_504 0.22069 0.61886 2.17322 1.01463 1.42693 1.38588 30504
LH_505 0.45338 0.77104 0.38417 2.58893 0.72381 0.51545 30505
LH_506 0.49795 0.92338 0.25260 2.44609 0.68173 1.07507 30506
LH_507 0.18674 0.99906 0.95760 1.73883 1.18233 0.78972 30507
LH_508 0.47622 0.86436 1.13269 0.44695 1.53778 1.04526 30508
LH_509 0.26548 0.60669 3.78297 0.26700 1.16643 0.77127 30509
LH_510 0.46940 0.78022 0.70086 0.91677 0.69013 0.82199 30510
LH_511 0.36916 0.97631 1.00243 3.48663 0.96326 0.60074 30511
LH_512 0.23899 0.80030 0.79261 1.07973 0.73879 1.77239 30512
LH_513 0.24273 0.94068 3.63191 1.23538 1.25540 0.54826 30513
LH_514 0.16096 0.81919 1.80851 0.31062 1.48485 1.26218 30514
LH_515 0.33176 0.89202 0.52383 0.52541 1.87983 0.51722 30515
LH_516 0.23065 0.61150 3.71211 0.94879 1.13258 1.74024 30516
LH_517 0.38100 0.70075 2.09307 0.41592 0.76682 0.93275 30517
LH_518 0.13598 0.98850 0.91320 0.65591 0.95067 1.86547 30518
LH_519 0.37343 0.65496 0.37960 1.04571 1.47616 0.63539 30519
LH_520 0.38399 0.92043 0.50063 0.75904 1.74196 0.62238 30520
LH_521 0.48096 0.86829 2.64130 0.25960 1.59492 0.86827 30521
LH_522 0.30806 0.77883 2.69293 2.26813 0.66222 0.97408 30522
LH_523 0.31323 0.66407 0.44462 1.27734 0.72036 0.52722 30523
LH_524 0.32884 0.63311 0.56995 1.30481 1.63580 1.70332 30524
LH_525 0.26979 0.64442 0.45943 0.74185 1.34078 0.63249 30525
LH_526 0.33913 0.62279 0.80177 1.10038 0.69301 1.17438 30526
LH_527 0.26662 0.86534 0.49658 2.01083 1.79433 1.69006 30527
LH_528 0.40983 0.62744 1.54920 2.48137 1.88712 0.77408 30528
LH_529 0.39676 0.88547 1.97554 0.44429 0.95605 1.92388 30529
LH_530 0.42564 0.90500 0.36055 1.91756 1.08812 1.94096 30530
LH_531 0.13435 0.93779 1.86171 1.17423 1.93262 1.42651 30531
LH_532 0.36599 0.65328 3.30605 0.35541 1.13405 1.30320 30532
LH_533 0.47924 0.90664 0.30298 0.25155 1.09739 1.04621 30533
LH_534 0.28904 0.67378 3.51276 1.58915 1.56643 0.73620 30534
LH_535 0.14422 0.81543 2.60262 0.61081 0.52346 0.92316 30535
LH_536 0.37476 0.67263 0.32784 0.60872 1.19118 1.31889 30536
LH_537 0.38431 0.76125 0.43640 0.25722 1.83375 0.59221 30537
LH_538 0.38303 0.76742 1.64936 0.67313 1.71960 0.66229 30538
LH_539 0.42756 0.81927 0.31376 1.58228 0.58826 1.27292 30539
LH_540 0.24443 0.99004 0.79642 0.32465 1.55521 1.88068 30540
LH_541 0.16587 0.73154 3.92223 0.60524 1.71689 0.53597 30541
LH_542 0.16979 0.96718 2.49936 0.27249 1.06909 1.86045 30542
LH_543 0.13154 0.66879 3.69577 2.86484 0.85570 1.64952 30543
LH_544 0.42847 0.93755 3.94339 2.91987 1.03591 1.92348 30544
LH_545 0.38663 0.90947 0.28495 1.20592 1.12071 0.87727 30545
LH_546 0.44246 0.94223 0.46491 0.40892 0.70329 1.60355 30546
LH_547 0.44883 0.71344 1.67174 1.79490 1.57402 1.50550 30547
LH_548 0.46738 0.95627 0.73467 0.77535 0.57175 0.62386 30548
LH_549 0.43180 0.90020 0.39481 0.58298 1.63989 1.30069 30549
LH_550 0.46419 0.99924 2.76847 2.52791 1.16897 0.85089 30550
LH_551 0.35936 0.86293 0.44906 0.60053 0.82043 1.39996 30551
LH_552 0.21811 0.63479 1.69041 0.37398 0.88739 1.02100 30552
LH_553 0.45819 0.95713 0.28706 3.69391 1.39445 0.81616 30553
LH_554 0.36426 0.86347 1.67650 1.38219 0.93440 0.60545 30554
LH_555 0.35036 0.83778 1.43588 3.06416 0.83039 1.99895 30555
LH_556 0.38638 0.99564 3.70482 1.18640 0.96538 1.28062 30556
LH_557 0.12670 0.74160 2.70878 0.25046 1.40380 0.83653 30557
LH_558 0.32053 0.83328 0.77739 2.76206 1.75675 0.55722 30558
LH_559 0.16293 0.96822 2.21908 0.88930 0.67817 0.70561 30559
LH_560 0.45525 0.70774 2.08532 0.48261 0.87740 0.52386 30560
LH_561 0.33993 0.74476 3.34807 1.04371 0.80423 1.96665 30561
LH_562 0.40227 0.62364 3.84441 0.34831 1.25860 1.56920 30562
LH_563 0.34640 0.99858 1.01137 0.99966 0.73138 1.18257 30563
LH_564 0.35259 0.81460 0.57121 3.73946 0.84363 1.13349 30564
LH_565 0.43360 0.94626 3.50415 0.52154 1.92836 1.20820 30565
LH_566 0.41691 0.75962 3.40453 1.40845 0.79188 1.56539 30566
LH_567 0.30606 0.89455 0.37415 3.18129 0.75314 1.43819 30567
LH_568 0.31875 0.88029 0.60451 0.36834 0.88627 1.40427 30568
LH_569 0.44014 0.91890 0.83525 0.50876 0.81252 1.24806 30569
LH_570 0.15843 0.75704 1.69471 0.85475 0.90394 0.59827 30570
LH_571 0.22113 0.71193 1.90347 0.56194 1.50344 1.06942 30571
LH_572 0.45030 0.79743 0.67940 0.31235 1.89264 0.86954 30572
LH_573 0.46840 0.76527 0.53049 2.22154 0.86890 1.52720 30573
LH_574 0.32695 0.63034 1.18835 1.09721 0.51066 0.94412 30574
LH_575 0.28551 0.70142 0.45207 0.99377 0.51179 1.46035 30575
LH_576 0.21068 0.82374 0.46328 0.46452 1.81579 0.61420 30576
LH_577 0.47334 0.91518 3.38557 0.78727 1.02955 0.50199 30577
LH_578 0.30652 0.95422 0.98213 3.86018 1.74065 0.64547 30578
LH_579 0.10917 0.65789 0.31167 0.41110 0.88221 1.11656 30579
LH_580 0.24068 0.86465 0.93733 0.63202 1.27682 0.83426 30580
LH_581 0.47304 0.85438 0.96694 3.91859 1.16315 0.88241 30581
LH_582 0.42390 0.87372 0.57933 0.72602 0.72692 0.75029 30582
LH_583 0.14865 0.61624 0.81565 1.33051 0.91194 1.36417 30583
LH_584 0.28235 0.93321 1.91084 0.36268 0.58607 0.90165 30584
LH_585 0.36816 0.95103 1.38647 0.64388 1.74788 1.12188 30585
LH_586 0.34917 0.62166 1.35163 2.77756 0.51503 1.32350 30586
LH_587 0.40476 0.79059 0.26630 0.88432 1.38453 0.50546 30587
LH_588 0.26086 0.68648 1.30036 1.41945 0.83917 1.05001 30588
LH_589 0.45979 0.86678 0.70833 1.14429 1.98785 0.50347 30589
LH_590 0.21999 0.91403 1.57212 0.72475 1.06677 0.70742 30590
LH_591 0.26842 0.78788 2.54418 0.61662 0.84192 1.98140 30591
LH_592 0.13636 0.87301 0.36879 1.48695 0.83805 1.08844 30592
LH_593 0.34323 0.70697 2.31298 0.46082 0.50347 0.97881 30593
LH_594 0.39773 0.70742 1.60682 0.66044 1.75977 0.70341 30594
LH_595 0.29573 0.68744 0.73101 1.37550 0.78352 0.90283 30595
LH_596 0.39301 0.86778 0.37641 0.27188 0.87951 1.77539 30596
LH_597 0.39520 0.95981 0.52747 2.75238 1.09067 1.72344 30597
LH_598 0.46062 0.85377 0.70662 1.56664 0.94456 0.66029 30598
LH_599 0.34428 0.68103 0.91565 1.37114 0.55526 1.65599 30599
LH_600 0.15027 0.87710 1.89415 1.05562 0.67391 0.74449 30600
LH_601 0.44669 0.67906 0.94712 1.19561 0.56530 1.40566 30601
LH_602 0.14323 0.65618 1.62534 1.17024 0.95848 1.04863 30602
LH_603 0.46352 0.72872 0.75512 0.26563 1.46865 1.38792 30603
LH_604 0.43765 0.60269 3.82202 0.42915 1.42230 0.63053 30604
LH_605 0.17751 0.63508 1.38781 1.68742 1.39613 1.69439 30605
LH_606 0.20743 0.98617 1.88375 2.37821 1.34367 1.43331 30606
LH_607 0.23008 0.92411 3.52850 1.48034 0.50770 1.52334 30607
LH_608 0.36269 0.98084 1.10792 2.02987 0.86805 1.45881 30608
LH_609 0.18432 0.99297 0.46938 0.80143 1.77099 1.75347 30609
LH_610 0.42100 0.96548 1.83401 3.64544 0.53016 0.62498 30610
LH_611 0.35130 0.97371 0.54857 2.15728 1.06476 1.68625 30611
LH_612 0.34097 0.82779 0.29887 0.38219 0.51196 0.77349 30612
LH_613 0.24563 0.70621 3.09981 0.76083 0.65703 0.94891 30613
LH_614 0.49516 0.73452 0.33546 0.77337 0.80703 1.22194 30614
LH_615 0.32326 0.75785 0.28092 1.27218 1.24392 1.78194 30615
LH_616 0.29484 0.64139 0.69188 3.44355 1.65573 0.63936 30616
LH_617 0.16475 0.67854 0.55906 0.57098 1.07859 1.55187 30617
LH_618 0.15228 0.64041 2.08297 3.32588 1.67575 1.10869 30618
LH_619 0.44050 0.93555 3.25950 0.29695 0.86041 1.41139 30619
LH_620 0.16701 0.68329 0.82375 1.74532 0.58974 0.77908 30620
LH_621 0.31646 0.94469 0.44089 1.96482 0.83599 1.88531 30621
LH_622 0.27074 0.97405 3.12194 0.91790 0.73348 0.71365 30622
LH_623 0.30037 0.92232 0.47387 1.24594 1.37613 0.59445 30623
LH_624 0.19089 0.84913 3.62658 0.41498 1.99383 1.17068 30624
LH_625 0.39712 0.69610 0.77611 1.77975 1.15962 1.13257 30625
LH_626 0.32478 0.99487 2.71574 1.90099 0.54471 0.63174 30626
LH_627 0.19433 0.75333 0.61975 0.27482 0.53101 0.70451 30627
LH_628 0.47383 0.92582 2.81654 0.96189 1.91467 0.74914 30628
LH_629 0.11251 0.60178 0.32189 0.88031 0.90064 0.54034 30629
LH_630 0.20215 0.66043 1.79771 0.56585 1.41168 0.59971 30630
LH_631 0.13967 0.63099 0.33263 0.73671 0.82178 0.66893 30631
LH_632 0.39752 0.60744 3.00260 0.26468 0.97574 1.59477 30632
LH_633 0.37037 0.85770 1.26532 0.28611 0.99690 0.79292 30633
LH_634 0.43546 0.79262 3.14908 0.50302 1.25320 1.97415 30634
LH_635 0.47577 0.61962 0.38201 0.54400 1.00319 1.35769 30635
LH_636 0.46233 0.63549 0.27643 3.11003 0.52499 0.99407 30636
LH_637 0.38892 0.70228 0.42831 2.74152 1.54262 0.58420 30637
LH_638 0.15897 0.93178 1.03092 1.89197 0.67544 1.02307 30638
LH_639 0.40198 0.93972 1.31923 0.34743 1.30936 0.55583 30639
LH_640 0.44691 0.85877 2.45169 0.73145 0.51049 1.46754 30640
LH_641 0.47687 0.90372 2.29786 0.60010 0.82361 1.44195 30641
LH_642 0.21574 0.80130 0.64423 0.36558 1.57157 0.82041 30642
LH_643 0.28747 0.69861 0.37867 0.33908 0.64082 1.13496 30643
LH_644 0.32792 0.98457 3.80534 0.36899 0.73213 1.47671 30644
LH_645 0.20271 0.93016 0.40382 2.74734 0.77339 0.65832 30645
LH_646 0.45068 0.87096 2.03306 0.57607 0.61175 1.10599 30646
LH_647 0.38820 0.94327 0.74023 0.98351 0.92853 1.62634 30647
LH_648 0.48187 0.76303 1.56534 0.42977 0.74448 1.85764 30648
LH_649 0.26496 0.85679 0.55518 0.86285 0.52706 0.58380 30649
LH_650 0.16381 0.73766 1.17464 0.83575 1.82016 1.37480 30650
LH_651 0.40101 0.70260 1.23873 2.28855 0.54701 1.25829 30651
LH_652 0.27505 0.65945 0.79718 1.28050 1.70302 1.27908 30652
LH_653 0.25256 0.79535 0.46195 1.02458 0.86512 0.98317 30653
LH_654 0.41453 0.63878 0.26386 3.10736 1.47239 1.22265 30654
LH_655 0.40673 0.92710 0.75262 0.42080 0.78693 0.80211 30655
LH_656 0.25361 0.89531 2.23655 0.40241 0.64763 1.90013 30656
LH_657 0.28830 0.91620 0.73666 0.79237 0.65649 0.58099 30657
LH_658 0.25458 0.82201 0.81295 3.03222 1.81936 1.21258 30658
LH_659 0.48472 0.99602 1.37729 2.30107 1.05723 1.52942 30659
LH_660 0.22277 0.75097 0.87219 0.69536 0.59082 1.62439 30660
LH_661 0.12052 0.72397 2.20673 2.23935 1.77472 1.37340 30661
LH_662 0.33022 0.68051 0.54103 3.63349 0.91536 1.13951 30662
LH_663 0.29036 0.86116 1.01114 0.31528 0.80293 0.95287 30663
LH_664 0.45584 0.94529 0.46909 2.06041 1.73391 0.83881 30664
LH_665 0.15341 0.72304 1.12477 0.68482 0.70107 1.47629 30665
LH_666 0.24389 0.79684 0.94434 2.18103 0.55918 1.21159 30666
LH_667 0.36547 0.73041 0.72251 0.81390 1.21653 0.64936 30667
LH_668 0.46186 0.60109 1.32919 1.44518 0.81937 0.80369 30668
LH_669 0.34061 0.67663 3.24309 1.93445 1.43399 0.65048 30669
LH_670 0.48035 0.91934 1.48007 2.89220 0.96243 1.83849 30670
LH_671 0.30968 0.72892 0.27014 1.14216 1.62293 0.54632 30671
LH_672 0.37694 0.85520 0.38780 0.51352 0.92385 1.91329 30672
LH_673 0.43257 0.94916 0.25143 2.40166 1.05897 1.85071 30673
LH_674 0.49063 0.62089 1.60340 0.49745 1.32655 0.91211 30674
LH_675 0.16555 0.97510 1.44574 1.21195 1.69332 1.62906 30675
LH_676 0.10063 0.91295 3.44485 0.58123 0.50231 0.78601 30676
LH_677 0.48201 0.70431 0.27719 0.95256 1.58543 0.86647 30677
LH_678 0.10727 0.82883 0.66638 0.81897 1.27137 0.57062 30678
LH_679 0.39005 0.66945 0.78394 2.41948 0.62665 1.56853 30679
LH_680 0.13670 0.71521 0.75862 1.24966 1.33277 0.74750 30680
LH_681 0.35382 0.71054 1.09020 0.96707 0.76603 1.68781 30681
LH_682 0.32241 0.61087 0.46737 0.31605 0.98930 1.76448 30682
LH_683 0.26273 0.70531 0.71924 0.56846 1.28417 0.96988 30683
LH_684 0.27977 0.72561 0.26705 1.33565 0.60844 1.40773 30684
LH_685 0.48671 0.87189 3.23964 0.30727 0.90129 1.01307 30685
LH_686 0.42825 0.60202 2.55309 3.83317 1.30204 0.70158 30686
LH_687 0.45646 0.90915 0.47220 1.60403 1.29428 1.76220 30687
LH_688 0.16501 0.88448 3.82943 0.29262 0.77828 0.50428 30688
LH_689 0.31152 0.88316 3.88656 0.57203 0.86230 0.74025 30689
LH_690 0.13470 0.67096 1.13488 0.26936 0.70864 1.57785 30690
LH_691 0.29269 0.88206 0.51160 0.35418 0.56617 0.67227 30691
LH_692 0.34812 0.73362 0.45653 3.47928 0.50409 0.50566 30692
LH_693 0.45285 0.72430 3.54019 2.14986 1.76940 1.08803 30693
LH_694 0.22897 0.87757 0.33293 0.78341 1.22876 0.72164 30694
LH_695 0.16243 0.60045 0.28001 1.35264 1.09454 1.34308 30695
LH_696 0.19185 0.70840 1.87760 2.59692 1.14812 1.68266 30696
LH_697 0.26419 0.89027 2.58592 0.25802 0.54535 1.32647 30697
LH_698 0.14769 0.71760 3.03775 0.40308 1.03474 0.72274 30698
LH_699 0.11061 0.93705 1.96926 1.38932 0.54113 1.76803 30699
LH_700 0.43123 0.72550 0.41376 1.22519 1.26725 0.82924 30700
LH_701 0.15812 0.80627 1.16135 0.47989 0.91286 0.61741 30701
LH_702 0.37662 0.74027 3.04474 0.57538 0.84726 1.55538 30702
LH_703 0.32998 0.76634 2.65234 0.25407 1.85614 0.68343 30703
LH_704 0.18319 0.63919 0.31689 0.68289 0.53875 0.63311 30704
LH_705 0.28079 0.98035 1.63763 0.86400 0.83991 1.44919 30705
LH_706 0.34204 0.71958 2.03872 1.34531 1.64079 0.76589 30706
LH_707 0.33762 0.70344 0.31887 2.30654 0.59738 1.20248 30707
LH_708 0.41788 0.82141 3.35327 0.47121 0.92633 1.29318 30708
LH_709 0.26188 0.74742 1.03135 2.23242 1.15119 0.53138 30709
LH_710 0.19945 0.74677 1.66077 0.57315 0.68292 1.41769 30710
LH_711 0.23100 0.73101 2.05214 0.37805 1.41658 0.59760 30711
LH_712 0.11910 0.81145 1.47558 1.01164 1.76441 0.67960 30712
LH_713 0.20189 0.85593 1.84706 2.18897 1.26769 0.56031 30713
LH_714 0.46456 0.83279 2.38428 2.69410 0.99929 1.04304 30714
LH_715 0.32226 0.90056 1.30878 0.59696 0.58105 0.72358 30715
LH_716 0.23695 0.62655 1.59179 1.66402 0.60428 1.34367 30716
LH_717 0.41276 0.75422 0.82122 3.79991 0.95707 0.80764 30717
LH_718 0.41567 0.96177 1.45742 0.25528 1.10361 1.87806 30718
LH_719 0.34651 0.68828 0.93562 0.47292 1.27412 0.66680 30719
LH_720 0.44941 0.81188 0.30662 1.79715 1.86666 0.55054 30720
LH_721 0.20868 0.73227 0.26139 0.51803 0.86176 0.81824 30721
LH_722 0.32537 0.75450 3.42029 0.64753 0.50494 1.36921 30722
LH_723 0.45262 0.86397 0.46577 1.14626 1.98318 0.66330 30723
LH_724 0.42133 0.66572 0.35755 0.44818 1.50566 0.77524 30724
LH_725 0.24497 0.93252 0.31959 1.10969 0.72135 0.65486 30725
LH_726 0.29115 0.92939 1.11680 0.35031 0.81475 0.55986 30726
LH_727 0.47488 0.94188 0.34941 0.93906 0.52958 1.06307 30727
LH_728 0.35435 0.80710 0.33824 0.41689 0.80840 0.77699 30728
